Date,Temperature,Humidity,Wind_Speed,general_diffuse_flows,diffuse_flows,Zone_1_Power_Consumption,Zone_2_Power_Consumption,Zone_3_Power_Consumption
2017-01-01 14:50,15.72,56.69,0.08,422.0,43.87,29705.32,17952.58,16678.55
2017-01-01 15:00,15.64,57.26,0.08,409.0,44.9,29571.65,17894.22,16753.73
2017-01-01 15:10,15.69,57.96,0.07,391.8,46.89,29553.42,17846.81,16805.78
2017-01-01 15:20,15.69,58.93,0.08,369.4,51.51,29383.29,17525.84,16649.64
2017-01-01 15:30,15.6,58.7,0.07,321.0,57.14,29061.27,17547.72,16586.02
2017-01-01 15:40,15.39,57.6,0.08,180.3,60.31,28885.06,17770.21,16476.14
2017-01-01 15:50,15.34,58.7,0.08,149.5,67.85,28854.68,17751.98,16296.87
2017-01-01 16:00,15.33,59.23,0.08,209.1,128.9,28836.46,17646.2,16256.39
2017-01-01 16:10,15.48,57.46,0.07,265.1,219.1,28708.86,17514.89,16250.6
2017-01-01 16:20,15.54,58.3,0.08,241.3,246.0,28556.96,17325.23,16192.77
2017-01-01 16:30,15.53,58.8,0.08,219.0,248.1,28514.43,17456.53,16343.13
2017-01-01 16:40,15.48,57.73,0.08,195.7,231.6,28666.33,17449.24,16522.41
2017-01-01 16:50,15.47,58.23,0.08,174.9,211.9,29097.72,17627.96,16765.3
2017-01-01 17:00,15.44,59.07,0.08,165.8,201.7,29723.54,17708.21,17719.52
2017-01-01 17:10,15.35,59.3,0.08,132.0,163.0,30871.9,18649.24,19408.19
2017-01-01 17:20,15.34,59.0,0.08,117.4,144.3,32700.76,20192.1,21883.37
2017-01-01 17:30,15.11,59.53,0.08,97.6,120.6,35793.42,22238.3,23942.17
2017-01-01 17:40,14.93,60.83,0.08,76.5,94.0,38321.01,23613.37,25179.76
2017-01-01 17:50,14.71,61.87,0.09,26.51,28.08,39129.11,24167.78,25520.96
2017-01-01 18:00,14.48,63.27,0.08,18.0,18.29,39560.51,24455.93,25544.1
2017-01-01 18:10,14.29,63.94,0.08,6.99,7.02,39517.97,24463.22,25619.28
2017-01-01 18:20,14.09,64.87,0.08,2.82,2.76,39596.96,24000.0,25798.55
2017-01-01 18:30,13.89,66.11,0.08,0.81,0.89,39469.37,24251.67,25792.77
2017-01-01 18:40,13.79,66.74,0.08,0.15,0.2,39682.03,24401.22,25734.94
2017-01-01 18:50,13.54,66.71,0.08,0.06,0.09,39888.61,24598.18,25885.3
2017-01-01 19:00,12.51,68.35,0.08,0.06,0.08,39991.9,24477.81,25989.4
2017-01-01 19:10,12.06,70.2,0.08,0.07,0.1,40210.63,24729.48,26035.66
2017-01-01 19:20,11.75,70.7,0.08,0.06,0.13,40216.71,24671.12,26191.81
2017-01-01 19:30,11.61,70.7,0.08,0.08,0.13,40435.44,24678.42,26105.06
2017-01-01 19:40,11.5,70.6,0.08,0.06,0.07,40514.43,24842.55,26342.17
2017-01-01 19:50,11.43,70.7,0.08,0.05,0.09,40544.81,24755.02,26452.05
2017-01-01 20:00,11.42,71.2,0.08,0.07,0.08,40283.54,24919.15,26469.4
2017-01-01 20:10,11.69,71.1,0.08,0.09,0.1,40216.71,25137.99,26573.49
2017-01-01 20:20,12.05,69.82,0.08,0.05,0.11,40477.97,25437.08,26434.7
2017-01-01 20:30,11.87,69.98,0.08,0.05,0.09,40611.65,25597.57,26533.01
2017-01-01 20:40,11.61,71.2,0.08,0.04,0.12,40435.44,25706.99,26515.66
2017-01-01 20:50,11.5,72.0,0.08,0.07,0.08,40204.56,25637.69,26434.7
2017-01-01 21:00,11.43,72.0,0.08,0.05,0.07,39584.81,25396.96,25966.27
2017-01-01 21:10,11.29,72.2,0.08,0.05,0.12,39274.94,25309.42,25578.8
2017-01-01 21:20,11.49,73.1,0.08,0.04,0.08,39141.27,24900.91,25607.71
2017-01-01 21:30,12.24,70.1,0.08,0.07,0.09,38643.04,24827.96,25359.04
2017-01-01 21:40,11.84,68.78,0.07,0.07,0.09,38011.14,24455.93,24971.57
2017-01-01 21:50,12.2,68.78,0.07,0.07,0.12,37622.28,24127.66,24584.1
2017-01-01 22:00,13.1,65.44,0.07,0.04,0.14,36953.92,24000.0,23976.87
2017-01-01 22:10,13.2,63.84,0.07,0.08,0.09,36394.94,23872.34,23415.9
2017-01-01 22:20,13.18,63.97,0.08,0.08,0.09,35289.11,23306.99,22698.8
2017-01-01 22:30,12.64,66.77,0.07,0.04,0.14,34438.48,22975.08,22322.89
2017-01-01 22:40,12.39,68.04,0.07,0.08,0.12,33678.99,22489.97,21813.98
2017-01-01 22:50,12.24,69.18,0.08,0.06,0.12,33077.47,21760.49,21264.58
2017-01-01 23:00,12.11,69.94,0.07,0.09,0.08,32117.47,21253.5,20686.27
2017-01-01 23:10,12.07,70.7,0.08,0.03,0.08,31357.97,20768.39,20397.11
2017-01-01 23:20,11.99,70.8,0.08,0.06,0.13,30701.77,20337.99,19905.54
2017-01-01 23:30,11.32,74.7,0.08,0.07,0.1,29681.01,19823.71,19252.05
2017-01-01 23:40,11.37,74.8,0.07,0.08,0.08,28830.38,19488.15,18847.23
2017-01-01 23:50,11.41,74.1,0.08,0.08,0.12,27748.86,18962.92,18384.58
2017-01-02 00:00,11.01,75.8,0.08,0.03,0.16,26703.8,18047.42,17916.14
2017-01-02 00:10,10.74,77.3,0.08,0.08,0.11,26169.11,17507.6,17349.4
2017-01-02 00:20,10.47,78.2,0.08,0.09,0.13,25622.28,17120.97,16985.06
2017-01-02 00:30,10.31,79.2,0.08,0.09,0.13,24972.15,16785.41,16586.02
2017-01-02 00:40,10.63,79.3,0.08,0.04,0.15,24437.47,16453.5,16366.27
2017-01-02 00:50,10.84,78.4,0.07,0.06,0.16,23914.94,16132.52,16106.02
2017-01-02 01:00,10.94,78.1,0.07,0.08,0.11,23629.37,15720.36,15643.37
2017-01-02 01:10,11.12,77.9,0.07,0.06,0.14,23118.99,15304.56,15307.95
2017-01-02 01:20,11.02,77.5,0.08,0.06,0.18,22736.2,15136.78,15093.98
2017-01-02 01:30,10.5,78.9,0.08,0.07,0.14,22049.62,14637.08,14972.53
2017-01-02 01:40,10.22,79.8,0.08,0.09,0.13,21855.19,14414.59,14833.73
2017-01-02 01:50,10.42,81.3,0.08,0.07,0.13,21685.06,14250.46,14625.54
2017-01-02 02:00,10.86,80.0,0.08,0.07,0.16,21533.16,14294.22,14405.78
2017-01-02 02:10,11.17,77.3,0.08,0.07,0.13,21107.85,14057.14,14342.17
2017-01-02 02:20,11.1,75.6,0.08,0.08,0.16,20986.33,13823.71,14191.81
2017-01-02 02:30,11.14,75.0,0.08,0.07,0.16,20725.06,13783.59,14128.19
2017-01-02 02:40,11.21,75.2,0.08,0.06,0.14,20889.11,13608.51,14081.93
2017-01-02 02:50,10.71,77.4,0.08,0.07,0.15,20433.42,13448.02,13844.82
2017-01-02 03:00,10.7,77.7,0.08,0.06,0.16,20372.66,13524.62,13948.92
2017-01-02 03:10,10.58,78.6,0.08,0.06,0.14,20135.7,13480.85,13966.27
2017-01-02 03:20,10.59,79.5,0.08,0.08,0.14,20129.62,13517.33,13827.47
2017-01-02 03:30,10.68,79.4,0.08,0.06,0.16,20117.47,13484.5,13746.51
2017-01-02 03:40,10.52,79.8,0.08,0.07,0.14,20087.09,13437.08,13642.41
2017-01-02 03:50,10.34,80.6,0.08,0.09,0.12,19740.76,13353.19,13636.63
2017-01-02 04:00,10.18,81.7,0.08,0.06,0.16,19831.9,13090.58,13549.88
2017-01-02 04:10,10.41,82.3,0.07,0.08,0.13,19989.87,13218.24,13503.61
2017-01-02 04:20,10.41,81.4,0.08,0.1,0.13,20166.08,13196.35,13549.88
2017-01-02 04:30,10.39,81.5,0.07,0.09,0.12,20214.68,13280.24,13648.19
2017-01-02 04:40,10.16,81.9,0.08,0.07,0.12,20141.77,13287.54,13717.59
2017-01-02 04:50,9.97,82.8,0.08,0.07,0.18,20056.71,13418.84,13659.76
2017-01-02 05:00,10.03,83.8,0.08,0.03,0.16,20257.22,13517.33,13642.41
2017-01-02 05:10,9.98,83.0,0.08,0.07,0.12,20500.25,13612.16,13844.82
2017-01-02 05:20,9.74,82.8,0.08,0.11,0.13,20712.91,13736.17,13931.57
2017-01-02 05:30,9.54,83.7,0.08,0.08,0.17,20810.13,13834.65,14081.93
2017-01-02 05:40,9.53,83.9,0.07,0.07,0.18,21041.01,14057.14,14174.46
2017-01-02 05:50,9.56,84.1,0.07,0.08,0.13,21709.37,14706.38,14637.11
2017-01-02 06:00,9.58,84.5,0.08,0.05,0.13,22742.28,15089.36,14868.43
2017-01-02 06:10,9.44,84.1,0.08,0.07,0.14,22948.86,14961.7,14729.64
2017-01-02 06:20,9.4,84.4,0.08,0.07,0.12,23258.73,15176.9,14712.29
2017-01-02 06:30,9.38,84.6,0.08,0.04,0.14,23471.39,15545.29,14619.76
2017-01-02 06:40,9.16,84.7,0.08,0.05,0.14,23653.67,15749.54,14573.49
2017-01-02 06:50,9.06,85.6,0.08,0.06,0.14,23769.11,15567.17,14423.13
2017-01-02 07:00,9.17,85.8,0.08,0.07,0.16,23380.25,15607.29,14400.0
2017-01-02 07:10,9.46,86.2,0.08,0.07,0.15,23033.92,16001.22,13862.17
2017-01-02 07:20,9.74,85.4,0.07,0.08,0.11,22803.04,15964.74,13052.53
2017-01-02 07:30,9.8,84.4,0.08,0.08,0.12,23082.53,15698.48,12404.82
2017-01-02 07:40,9.58,83.9,0.08,0.07,0.13,22803.04,15483.28,11919.04
2017-01-02 07:50,9.51,83.7,0.08,0.08,0.14,22268.35,15501.52,11543.13
2017-01-02 08:00,9.44,83.2,0.08,0.12,0.22,22742.28,15537.99,11398.55
2017-01-02 08:10,9.18,82.5,0.08,0.87,0.89,23526.08,15906.38,11560.48
2017-01-02 08:20,8.96,83.4,0.08,2.95,2.87,24340.25,16289.36,11774.46
2017-01-02 08:30,8.71,83.9,0.08,6.66,6.47,24881.01,16737.99,12248.67
2017-01-02 08:40,8.52,85.1,0.08,13.02,11.56,25190.89,16891.19,12404.82
2017-01-02 08:50,8.43,85.4,0.08,39.1,19.49,25531.14,17135.56,12358.55
2017-01-02 09:00,8.44,85.9,0.08,64.11,24.49,25980.76,17248.63,12636.14
2017-01-02 09:10,8.69,86.7,0.08,92.3,27.88,23495.7,17668.09,13110.36
2017-01-02 09:20,9.02,86.7,0.08,117.2,30.43,23629.37,18102.13,13474.7
2017-01-02 09:30,9.17,86.9,0.08,134.7,33.24,24006.08,18302.74,13763.86
2017-01-02 09:40,10.48,87.0,0.08,169.2,35.2,24771.65,18587.23,13925.78
2017-01-02 09:50,11.13,83.5,0.08,194.0,36.92,25148.35,19236.47,14324.82
2017-01-02 10:00,11.68,81.7,0.08,218.3,39.07,25518.99,19393.31,14619.76
2017-01-02 10:10,12.22,78.0,0.08,246.6,40.01,25695.19,19634.04,15059.28
2017-01-02 10:20,12.61,74.8,0.08,270.6,40.59,26351.39,19998.78,15238.55
2017-01-02 10:30,13.07,72.7,0.08,288.3,42.31,26667.34,20038.91,15510.36
2017-01-02 10:40,13.61,70.2,0.08,309.8,43.74,26794.94,20119.15,15787.95
2017-01-02 10:50,14.0,69.22,0.08,337.2,43.39,27281.01,20498.48,16094.46
2017-01-02 11:00,14.55,64.11,0.08,360.7,41.43,27645.57,20618.84,16325.78
2017-01-02 11:10,14.94,58.46,0.08,381.4,41.13,27773.16,20655.32,16343.13
2017-01-02 11:20,15.08,57.23,0.08,396.6,40.66,27894.68,20808.51,16458.8
2017-01-02 11:30,15.18,55.83,0.08,410.8,41.23,28532.66,21009.12,16429.88
2017-01-02 11:40,15.28,56.49,0.08,425.6,41.84,28818.23,21020.06,16655.42
2017-01-02 11:50,15.27,55.93,0.08,440.2,41.83,28684.56,20870.52,16857.83
2017-01-02 12:00,15.21,55.69,0.08,452.5,41.73,28939.75,20757.45,16742.17
2017-01-02 12:10,15.18,57.2,0.08,460.5,42.38,29152.41,20429.18,17170.12
2017-01-02 12:20,15.11,57.86,0.07,469.9,43.43,29674.94,19608.51,18373.01
2017-01-02 12:30,15.1,58.33,0.08,476.2,43.25,29826.84,19604.86,19009.16
2017-01-02 12:40,15.26,58.8,0.08,482.3,44.1,29905.82,19706.99,18986.02
2017-01-02 12:50,15.15,60.87,0.08,485.1,44.53,29990.89,19597.57,18916.63
2017-01-02 13:00,15.23,60.53,0.08,487.1,44.09,29966.58,19593.92,18997.59
2017-01-02 13:10,15.22,60.2,0.08,487.6,44.43,29881.52,19568.39,19107.47
2017-01-02 13:20,15.22,59.83,0.08,486.9,44.29,29760.0,19608.51,19292.53
2017-01-02 13:30,15.33,59.16,0.08,484.1,43.72,29292.15,19728.88,19072.77
2017-01-02 13:40,15.41,58.13,0.08,481.1,43.82,29140.25,19462.61,18621.69
2017-01-02 13:50,15.43,58.0,0.08,477.2,43.68,28872.91,19469.91,18586.99
2017-01-02 14:00,15.56,56.03,0.08,470.9,42.8,28672.41,19517.33,18714.22
2017-01-02 14:10,15.59,55.73,0.08,463.4,42.58,28502.28,19914.89,18772.05
2017-01-02 14:20,15.47,56.29,0.08,451.8,42.83,28684.56,19936.78,18644.82
2017-01-02 14:30,15.55,55.99,0.07,441.9,41.88,28617.72,19878.42,18517.59
2017-01-02 14:40,15.57,56.53,0.08,427.9,42.14,28635.95,20053.5,18199.52
2017-01-02 14:50,15.64,55.35,0.08,413.9,41.5,28556.96,21669.3,16800.0
2017-01-02 15:00,15.59,55.76,0.08,399.4,40.61,28721.01,21559.88,16643.86
2017-01-02 15:10,15.58,57.03,0.08,381.1,42.48,28696.71,21574.47,16603.37
2017-01-02 15:20,15.49,57.19,0.08,364.3,45.96,29049.11,21260.79,16649.64
2017-01-02 15:30,15.45,57.86,0.08,345.8,57.35,29255.7,21406.69,16586.02
2017-01-02 15:40,15.36,57.72,0.08,324.6,79.5,29012.66,21275.38,16372.05
2017-01-02 15:50,15.38,58.02,0.07,302.9,121.3,29091.65,20936.17,16210.12
2017-01-02 16:00,15.37,58.59,0.08,280.3,184.0,29030.89,20728.27,16111.81
2017-01-02 16:10,15.23,59.76,0.08,260.6,238.0,29267.85,20750.15,16059.76
2017-01-02 16:20,15.23,61.12,0.08,238.2,253.4,29480.51,20611.55,16181.2
2017-01-02 16:30,15.24,61.63,0.08,216.8,248.1,30161.01,20545.9,16314.22
2017-01-02 16:40,15.19,61.72,0.08,192.0,227.3,31011.65,20604.26,16406.75
2017-01-02 16:50,15.17,61.76,0.08,165.5,200.6,31029.87,20607.9,17008.19
2017-01-02 17:00,15.22,59.95,0.08,142.6,175.0,32390.89,21198.78,18026.02
2017-01-02 17:10,15.17,61.92,0.08,119.9,148.2,33685.06,22008.51,19836.14
2017-01-02 17:20,15.02,62.32,0.08,98.7,123.7,35659.75,23908.81,22791.33
2017-01-02 17:30,14.9,61.82,0.08,77.5,98.6,38187.34,25783.59,24144.58
2017-01-02 17:40,14.81,61.79,0.08,58.1,75.3,40648.1,26764.74,24734.46
2017-01-02 17:50,14.68,62.05,0.08,22.4,25.24,41565.57,27195.14,25156.63
2017-01-02 18:00,14.54,64.02,0.07,11.04,11.2,41644.56,27206.08,25497.83
2017-01-02 18:10,14.38,64.55,0.08,6.5,6.52,41814.68,27114.89,25497.83
2017-01-02 18:20,14.23,65.55,0.08,3.07,3.09,41766.08,26888.75,25526.75
2017-01-02 18:30,14.11,65.79,0.08,0.93,0.95,41753.92,26950.76,25520.96
2017-01-02 18:40,14.03,66.72,0.07,0.14,0.19,41808.61,26979.94,25382.17
2017-01-02 18:50,13.95,67.52,0.07,0.04,0.12,41699.24,26786.63,25619.28
2017-01-02 19:00,13.87,68.59,0.08,0.07,0.1,41280.0,26731.91,25659.76
2017-01-02 19:10,13.74,69.46,0.07,0.08,0.09,41583.8,26888.75,25636.63
2017-01-02 19:20,13.55,69.9,0.08,0.03,0.1,41851.14,27045.59,25567.23
2017-01-02 19:30,13.43,69.86,0.08,0.04,0.11,41608.1,26874.16,25538.31
2017-01-02 19:40,13.35,69.86,0.08,0.07,0.08,41395.44,26866.87,25411.08
2017-01-02 19:50,13.2,70.5,0.08,0.06,0.12,41273.92,26739.21,25457.35
2017-01-02 20:00,13.42,68.89,0.07,0.06,0.1,40939.75,26531.31,25353.25
2017-01-02 20:10,13.55,68.12,0.08,0.06,0.07,41249.62,26881.46,25723.37
2017-01-02 20:20,13.42,68.52,0.08,0.06,0.09,41316.46,26921.58,25937.35
2017-01-02 20:30,13.3,69.03,0.08,0.06,0.09,41182.78,26859.57,25630.84
2017-01-02 20:40,13.33,68.72,0.08,0.07,0.11,41061.27,26808.51,25549.88
2017-01-02 20:50,13.45,68.59,0.08,0.07,0.12,40830.38,26691.79,25659.76
2017-01-02 21:00,13.47,66.99,0.07,0.05,0.08,40830.38,26564.13,25619.28
2017-01-02 21:10,13.29,66.99,0.08,0.05,0.07,40356.46,26316.11,25630.84
2017-01-02 21:20,13.15,66.42,0.08,0.06,0.09,39797.47,26082.67,25162.41
2017-01-02 21:30,13.03,66.62,0.07,0.07,0.08,39116.96,25710.64,24879.04
2017-01-02 21:40,12.93,67.29,0.08,0.07,0.11,38564.05,25572.04,24566.75
2017-01-02 21:50,12.88,67.46,0.08,0.05,0.12,38102.28,25003.04,24156.14
2017-01-02 22:00,12.86,67.76,0.07,0.08,0.09,37792.41,24755.02,23791.81
2017-01-02 22:10,12.87,67.96,0.08,0.07,0.13,37117.97,24295.44,23323.37
2017-01-02 22:20,12.92,68.52,0.07,0.04,0.15,36218.73,23700.91,23190.36
2017-01-02 22:30,12.96,68.62,0.08,0.1,0.06,35191.9,23401.82,22768.19
2017-01-02 22:40,12.88,69.33,0.08,0.06,0.15,34754.43,22869.3,22236.14
2017-01-02 22:50,12.77,69.86,0.08,0.11,0.1,33909.87,22271.12,21727.23
2017-01-02 23:00,12.82,70.1,0.08,0.08,0.1,32785.82,21753.19,21166.27
2017-01-02 23:10,12.75,70.4,0.07,0.05,0.15,31916.96,21136.78,20755.66
2017-01-02 23:20,12.54,71.5,0.08,0.05,0.1,30252.15,20593.31,20281.45
2017-01-02 23:30,12.23,72.9,0.08,0.06,0.11,29346.84,20221.28,19755.18
2017-01-02 23:40,12.19,72.8,0.08,0.07,0.12,28593.42,19455.32,19043.86
2017-01-02 23:50,12.31,72.6,0.07,0.04,0.15,27779.24,19079.64,18644.82
2017-01-03 00:00,12.08,74.0,0.08,0.12,0.09,26661.27,18579.94,18072.29
2017-01-03 00:10,12.16,74.0,0.07,0.07,0.14,26150.89,18076.6,17644.34
2017-01-03 00:20,12.07,74.1,0.07,0.1,0.12,25433.92,17595.14,17204.82
2017-01-03 00:30,11.48,76.8,0.08,0.07,0.14,24947.85,17190.27,16811.57
2017-01-03 00:40,11.45,77.7,0.07,0.07,0.12,24540.76,16737.99,16476.14
2017-01-03 00:50,11.8,76.6,0.08,0.02,0.23,23884.56,16037.69,15984.58
2017-01-03 01:00,12.23,75.1,0.07,0.06,0.14,23422.78,15749.54,15718.55
2017-01-03 01:10,12.39,71.0,0.08,0.06,0.15,23222.28,15578.12,15498.8
2017-01-03 01:20,12.42,71.4,0.08,0.06,0.16,22766.58,15432.22,15146.02
2017-01-03 01:30,12.4,71.5,0.08,0.06,0.16,22365.57,14994.53,14972.53
2017-01-03 01:40,11.84,73.4,0.08,0.07,0.15,22098.23,14837.69,14943.61
2017-01-03 01:50,11.51,73.0,0.08,0.04,0.15,21946.33,14710.03,14862.65
