Temperature,Humidity,Wind_Speed,general_diffuse_flows,diffuse_flows,Zone_1_Power_Consumption,Zone_2_Power_Consumption,Zone_3_Power_Consumption
9.84,71.16,4.72,67.07,59.29,23882.48,14590.3,11516.41
11.3,71.74,4.12,45.04,31.32,27090.05,15541.24,12316.51
11.86,67.8,0.27,19.74,6.61,30710.98,17387.82,15347.78
12.47,71.46,0.08,12.3,5.76,34922.88,20168.31,20653.88
14.22,74.96,0.07,11.8,8.19,37371.72,23115.18,23065.25
15.26,73.68,0.07,18.27,11.77,38078.54,23896.34,23609.68
15.99,71.16,0.07,31.7,16.73,38198.8,23847.68,23575.17
16.09,71.5,0.07,42.21,19.45,38170.39,23710.44,23379.53
15.66,74.68,0.07,39.04,17.54,38251.23,23731.83,23283.16
15.0,78.03,0.07,29.24,14.02,38300.47,23832.75,23210.99
14.45,80.04,0.07,21.66,11.41,38252.36,23940.48,23090.85
13.75,81.51,0.07,15.68,9.52,37844.8,23960.37,22661.42
12.35,82.69,0.07,10.27,8.3,36200.93,23606.29,21232.29
9.32,82.19,0.07,6.18,8.87,31012.57,21872.06,17286.04
5.77,71.63,0.14,7.68,15.07,23172.12,16056.92,12352.83
6.05,59.61,0.66,26.08,22.79,19567.5,13378.95,11234.15
7.81,55.98,1.88,40.65,26.92,20199.78,12898.2,11250.68
9.58,57.25,2.81,37.3,26.79,21908.48,13102.16,11536.06
10.52,58.65,2.21,26.29,19.87,23538.14,13593.56,12026.33
11.19,59.11,0.34,14.22,9.04,26463.02,14424.68,13901.87
11.63,65.68,0.1,8.17,6.2,31232.07,17103.56,18822.85
12.76,73.95,0.07,5.61,7.2,34566.42,21070.48,22003.99
13.33,77.81,0.07,5.97,8.12,36018.68,23029.84,22790.66
14.0,78.62,0.07,8.15,8.83,37206.48,23803.19,23137.2
14.36,79.26,0.07,10.17,9.16,37872.68,24081.97,23291.6
14.08,80.68,0.07,10.13,8.78,37831.88,24075.13,23046.42
13.39,81.93,0.07,8.67,8.18,37153.72,23860.22,22387.22
12.91,82.24,0.07,7.62,7.93,36431.64,23601.9,21700.07
13.22,81.63,0.07,7.69,7.96,36600.54,23543.14,21748.12
14.05,80.52,0.07,8.94,8.15,37534.74,23749.58,22518.38
14.77,79.44,0.07,11.25,8.71,38361.28,23993.19,23239.93
15.06,79.1,0.07,13.43,9.3,38701.99,24091.59,23538.82
14.93,79.71,0.07,13.87,9.35,38644.14,24063.56,23485.02
14.47,80.84,0.07,12.49,8.86,38269.58,23953.17,23154.88
13.67,82.01,0.07,10.02,8.17,37417.85,23725.79,22422.48
12.76,82.5,0.07,7.93,7.85,36124.76,23349.63,21314.9
10.95,66.34,0.32,23.84,23.12,30289.81,18442.85,17425.77
9.14,67.46,0.13,8.25,7.42,28230.39,16813.21,15955.42
10.03,62.68,0.11,8.48,8.7,27787.0,16739.41,16074.03
11.86,58.66,0.1,9.64,11.27,28878.99,17179.45,17267.43
13.82,60.41,0.08,11.04,14.31,31379.08,19030.6,19526.99
15.07,65.49,0.07,14.16,17.22,34450.54,21752.83,21545.44
15.91,65.9,0.07,25.0,21.78,36472.13,23149.23,22483.82
16.93,60.08,0.07,62.24,39.25,37281.03,23267.38,22593.26
17.69,52.06,0.07,188.64,122.74,37562.88,23413.56,21691.26
18.07,45.52,0.07,392.13,331.58,37347.33,23771.94,20465.62
18.2,41.12,0.07,529.14,512.02,36748.72,23820.91,19427.38
18.15,39.06,0.08,580.04,594.74,36149.36,23641.35,18557.2
18.01,38.57,0.08,590.11,621.99,35777.18,23409.3,18087.98
17.91,38.85,0.08,586.88,621.39,35609.94,23271.49,17912.66
17.88,39.43,0.08,581.75,605.8,35554.47,23251.75,17847.4
17.88,40.38,0.08,575.5,576.33,35451.77,23279.42,17745.85
17.88,42.16,0.07,561.78,518.03,35257.76,23286.86,17614.31
17.78,46.65,0.07,513.63,372.22,34884.37,23135.13,17538.36
16.89,58.44,0.07,347.93,137.51,34081.67,22422.48,18026.85
13.98,73.68,0.07,119.62,39.28,33414.22,21959.09,18317.21
9.48,79.32,0.07,36.01,22.99,29919.54,21539.15,15373.97
5.58,73.21,0.14,25.52,24.83,23923.38,17901.01,12094.27
5.51,64.23,0.65,48.34,25.88,20960.66,14785.91,11223.95
7.27,59.21,1.51,59.75,21.23,21833.13,13882.39,11326.98
9.26,57.86,1.29,41.07,12.66,24524.06,14127.66,11950.37
10.9,60.0,0.31,20.8,6.02,28508.46,15116.36,13891.45
11.72,66.79,0.11,11.97,4.54,32820.09,18059.19,18066.91
12.44,74.73,0.08,7.36,5.1,35373.74,21615.76,21080.22
12.45,79.43,0.07,6.04,5.57,35627.84,23107.13,21544.1
11.46,81.91,0.07,5.19,5.52,34323.61,23125.5,20489.9
9.07,82.25,0.08,3.82,5.54,30322.61,21592.93,17762.47
6.28,74.58,0.12,4.33,7.78,24195.68,16731.87,13512.33
6.55,61.09,0.42,14.01,13.18,19709.78,13542.66,11664.01
8.89,54.48,0.68,23.0,13.9,20325.47,12982.7,11840.75
13.03,54.55,0.17,15.46,7.41,26798.22,14124.06,15466.87
14.32,65.32,0.08,11.3,7.0,32776.38,18726.12,20732.54
14.71,73.75,0.07,10.67,8.18,35907.04,22666.61,22649.14
15.07,75.55,0.07,14.51,9.3,37287.16,23826.28,23094.25
15.6,75.24,0.07,20.84,10.58,37935.37,24015.96,23305.58
15.83,75.36,0.07,26.57,11.57,38178.77,23971.6,23338.27
15.42,77.69,0.07,25.15,10.91,38036.76,23899.88,23071.0
14.33,80.83,0.07,17.74,9.07,37210.73,23708.41,22264.61
12.72,82.52,0.07,11.37,7.89,35225.5,23252.36,20530.25
10.86,82.14,0.07,8.08,8.3,31799.21,22141.13,17688.36
9.5,78.5,0.08,7.15,9.76,28659.35,19931.18,15178.5
9.74,72.97,0.09,7.34,9.18,28460.6,18258.0,14883.72
10.54,71.0,0.09,6.79,7.35,29928.36,18224.24,16123.35
10.64,72.49,0.09,5.59,6.44,30892.33,19011.9,17453.29
11.18,74.96,0.08,4.98,6.43,31751.9,20191.74,18797.2
12.3,77.57,0.07,5.21,6.63,33239.24,21622.31,20251.2
13.27,79.21,0.07,6.49,6.72,35032.86,22845.9,21376.04
14.15,79.57,0.07,8.94,6.91,36653.08,23643.04,22260.39
15.02,78.7,0.07,12.94,7.63,37764.44,24012.52,22957.97
15.73,77.09,0.07,19.11,9.08,38301.26,24056.09,23346.72
16.0,76.25,0.07,25.26,10.59,38388.91,23944.51,23378.46
15.84,77.04,0.07,26.93,10.96,38283.78,23846.6,23227.01
15.35,78.94,0.07,23.24,9.97,38076.53,23810.4,22977.55
14.61,80.87,0.07,17.76,8.58,37629.42,23762.7,22521.97
13.36,82.44,0.07,12.2,7.39,36350.19,23512.78,21370.13
10.8,82.91,0.07,7.58,7.21,32445.89,22445.68,18303.76
6.48,76.33,0.1,6.66,10.99,24647.83,17587.78,13010.75
5.64,62.75,0.64,23.73,19.79,19243.2,13552.0,11130.67
7.32,59.58,2.74,46.9,28.57,19167.4,12803.9,10971.16
9.75,64.08,4.43,50.2,42.27,20829.12,12914.99,11122.25
10.45,67.97,4.72,45.08,53.32,21471.98,13342.5,11287.81
10.42,69.7,4.78,42.04,57.73,21545.39,13659.53,11404.29
10.47,70.46,4.8,39.65,56.83,21574.08,13798.6,11502.99
10.67,71.02,4.79,36.0,52.01,21656.99,13838.28,11591.38
11.0,71.49,4.76,32.36,46.16,21789.2,13835.79,11659.54
11.4,71.91,4.72,28.38,39.55,21971.36,13796.51,11721.89
11.92,72.19,4.6,24.74,32.73,22305.06,13759.44,11803.94
12.58,71.94,4.15,20.25,23.12,23167.7,13814.13,12040.62
12.22,67.91,1.45,13.01,9.99,24309.13,14258.6,12883.48
10.35,66.31,0.17,6.76,4.91,26275.65,15091.61,15761.75
8.76,69.68,0.11,3.64,4.68,29641.76,17318.76,18739.73
7.37,71.22,0.11,2.42,5.48,28982.55,18073.63,18497.32
6.74,68.01,0.12,2.59,7.31,26295.68,16980.1,16712.07
6.92,62.36,0.16,3.66,9.55,23835.22,15457.6,15143.1
7.44,58.16,0.2,5.17,11.05,22444.8,14341.42,14256.45
8.15,56.04,0.24,6.31,11.33,22165.7,13798.63,14056.08
11.32,65.61,0.3,26.33,24.26,30876.37,18638.38,17611.45
9.18,67.36,0.13,8.6,7.71,28385.23,16926.95,15958.14
8.58,63.33,0.15,7.38,8.22,26455.05,16160.62,14928.72
8.28,57.73,0.27,9.39,10.56,23758.17,14814.87,13531.87
8.31,55.07,0.72,15.17,14.87,21238.12,13718.0,12304.89
9.3,56.2,2.14,22.21,21.13,20413.82,13101.89,11753.81
11.07,60.76,3.85,25.66,29.57,20702.66,12842.62,11591.74
12.25,64.68,4.44,26.12,37.14,20873.07,12865.06,11561.44
12.64,67.2,4.57,24.23,37.85,20877.48,12955.98,11614.86
12.85,68.73,4.58,22.09,34.76,20885.15,12999.33,11678.8
13.09,69.55,4.51,20.34,30.81,21006.92,13013.4,11743.38
13.17,70.11,4.36,17.83,26.08,21102.32,12969.65,11796.22
12.96,70.18,4.27,16.23,24.01,20778.44,12822.0,11734.26
12.63,69.98,4.41,16.47,26.48,20055.12,12598.09,11554.26
12.46,69.44,4.59,18.39,32.7,19388.74,12442.65,11391.69
12.45,68.52,4.69,21.24,40.1,19025.7,12394.61,11329.03
12.57,67.79,4.74,23.45,44.37,19003.85,12413.62,11374.32
13.25,67.68,4.69,24.08,40.75,19702.83,12550.32,11606.18
14.69,68.08,3.22,16.09,17.65,22899.61,13189.51,12780.9
12.71,67.01,0.15,7.59,5.77,25725.3,15286.59,16559.06
11.95,73.55,0.08,4.53,5.99,30963.77,18835.4,21279.38
12.21,79.11,0.07,3.5,6.73,33344.4,21730.04,22336.88
12.12,81.32,0.07,3.91,7.02,34529.16,22864.54,22160.0
12.57,81.76,0.07,4.78,7.12,35763.28,23415.06,22281.75
13.24,81.54,0.07,5.97,7.27,36984.12,23815.97,22705.76
14.15,80.52,0.07,8.02,7.89,38081.9,24110.88,23311.18
15.32,77.82,0.07,12.75,9.83,38894.51,24205.77,23925.36
16.51,72.24,0.07,26.0,15.53,39178.47,23980.62,24194.53
17.41,64.05,0.07,67.41,34.23,38936.46,23576.24,23790.3
17.93,56.61,0.07,173.9,95.61,38441.59,23505.72,22643.84
18.19,51.91,0.07,308.74,199.17,37847.93,23597.9,21328.62
18.29,50.51,0.07,383.79,245.02,37225.23,23500.45,20249.16
18.12,54.41,0.07,359.15,178.26,36514.45,23102.82,19529.63
17.27,64.61,0.07,215.92,72.64,36190.52,22610.36,19937.49
15.63,74.75,0.07,84.47,25.3,36695.98,22722.54,21078.32
14.34,79.59,0.07,39.2,12.9,37095.86,23208.6,21600.57
14.0,80.94,0.07,26.16,9.26,37483.14,23696.24,21894.7
14.33,80.79,0.07,22.81,8.03,37962.72,24031.14,22361.84
15.09,79.4,0.07,25.27,8.19,38389.4,24169.01,22911.23
16.07,76.01,0.07,36.59,10.2,38553.45,24037.63,23307.66
17.04,69.39,0.07,72.19,17.08,38296.77,23604.67,23249.52
17.74,60.65,0.07,177.56,44.39,37696.48,23272.08,22344.07
18.14,52.89,0.07,365.51,144.42,37010.73,23496.06,20779.59
18.31,46.52,0.07,517.54,336.45,36396.98,23697.89,19524.25
18.3,41.89,0.08,589.84,510.37,35928.02,23599.02,18699.31
18.15,39.42,0.08,612.58,603.75,35651.59,23353.38,18182.54
17.97,38.55,0.09,613.0,639.59,35546.75,23134.99,17956.12
17.84,38.57,0.08,605.15,644.55,35531.26,23044.65,17876.82
17.79,39.03,0.08,596.82,633.06,35552.25,23071.41,17845.82
17.8,39.72,0.08,589.83,609.82,35546.22,23158.12,17794.24
17.83,40.75,0.08,582.74,573.87,35464.87,23245.6,17706.4
17.86,42.37,0.07,570.45,513.28,35331.31,23306.7,17623.03
17.86,45.01,0.07,550.45,418.7,35138.1,23296.68,17609.09
17.76,49.56,0.07,508.47,277.37,34883.1,23141.1,17807.54
17.36,56.72,0.07,421.61,131.81,34738.64,22813.21,18568.84
16.57,65.13,0.07,292.82,52.35,35409.58,22780.58,20032.98
15.88,71.06,0.07,196.12,26.89,36700.97,23343.89,21457.52
15.74,72.94,0.07,156.74,19.9,37612.57,23871.16,22362.08
16.13,71.38,0.07,161.63,19.88,37884.94,24005.22,22758.37
16.75,66.79,0.07,214.24,26.96,37539.68,23780.32,22609.32
17.24,61.17,0.07,317.68,49.5,36758.66,23555.33,21787.07
17.58,56.2,0.07,436.92,102.02,36000.32,23601.46,20649.71
17.77,52.73,0.07,519.12,176.53,35470.65,23702.91,19660.38
17.86,50.42,0.07,560.09,243.77,35191.49,23729.15,18988.4
17.89,48.63,0.07,580.73,299.26,35084.97,23714.39,18584.44
17.91,46.55,0.07,599.8,368.82,35091.44,23722.94,18359.46
17.88,44.24,0.08,618.82,457.15,35088.22,23727.86,18194.32
17.78,42.39,0.08,630.32,532.88,35061.44,23683.08,18069.65
17.65,41.37,0.08,632.44,576.32,35071.2,23612.92,18010.83
17.54,41.19,0.08,627.89,590.12,35093.94,23560.24,17988.67
17.48,41.47,0.08,620.65,583.19,35169.64,23560.93,18015.77
17.48,42.17,0.08,611.25,557.45,35200.06,23593.87,18009.37
17.49,43.38,0.08,599.95,512.92,35144.58,23612.05,17979.42
17.54,44.51,0.07,593.49,466.87,35121.18,23632.4,18021.06
17.57,45.63,0.07,589.07,421.88,35029.03,23645.02,18028.72
17.55,47.48,0.07,575.85,355.78,34844.05,23590.81,18033.73
17.38,51.45,0.07,535.37,239.81,34588.67,23379.38,18200.8
16.76,59.45,0.07,434.83,107.01,34428.52,22975.35,18878.5
15.5,69.64,0.07,283.06,41.09,35414.98,23134.68,20208.4
14.33,76.53,0.07,171.42,21.5,36883.76,23929.98,21325.65
11.8,64.7,0.27,29.81,25.74,31620.83,18897.6,17876.7
11.25,64.73,0.1,14.38,10.26,30423.74,17761.1,17126.53
12.47,63.19,0.08,14.1,12.56,30599.32,18370.63,17705.68
12.68,63.93,0.08,10.91,13.81,30851.8,18983.26,18124.98
11.95,65.88,0.08,8.04,13.92,30180.3,19149.48,17868.09
11.12,67.54,0.08,6.17,12.89,29327.24,18955.27,17460.44
10.12,68.43,0.08,4.91,11.41,28245.01,18399.39,16854.96
8.98,67.32,0.1,4.37,10.36,26593.8,17268.24,15826.83
8.42,63.93,0.12,4.88,10.07,24871.97,15901.8,14809.82
8.97,60.71,0.14,5.97,9.95,24347.82,15174.42,14672.63
10.68,61.37,0.1,6.1,8.92,26564.92,15955.75,16598.07
12.42,68.73,0.08,5.16,8.22,30432.6,18766.18,19960.83
13.1,75.94,0.07,5.03,8.19,33439.5,21681.54,21669.28
13.36,79.19,0.07,6.18,7.91,35488.78,23194.43,22206.26
13.53,80.76,0.07,7.21,7.45,36593.18,23763.52,22412.86
13.26,81.93,0.07,7.24,6.98,36724.14,23838.63,22185.71
12.43,82.74,0.07,6.33,6.67,35723.97,23501.27,21268.34
11.21,82.68,0.07,5.27,6.89,33470.49,22636.64,19519.4
10.04,80.92,0.07,4.68,7.93,30599.52,21053.71,17358.31
10.13,77.45,0.07,4.87,8.81,29518.86,19629.42,16597.23
11.58,76.0,0.07,5.14,8.36,31095.42,19869.42,18083.49
12.63,77.71,0.07,5.22,7.79,33119.98,21188.98,20011.0
13.02,79.61,0.07,5.6,7.36,34628.65,22376.21,21122.52
13.37,80.6,0.07,6.46,7.07,35884.97,23150.22,21794.63
13.94,80.67,0.07,7.95,7.08,37037.2,23654.44,22434.42
14.56,80.19,0.07,10.12,7.46,37920.87,23960.32,22997.33
14.76,80.26,0.07,11.74,7.8,38242.88,24054.2,23171.83
14.2,81.47,0.07,10.78,7.56,37725.56,23886.1,22684.8
12.68,82.73,0.07,7.87,7.15,35723.85,23287.7,21074.09
10.1,82.06,0.07,5.6,8.23,30966.24,21562.06,17459.97
8.26,75.13,0.08,6.17,11.99,26362.91,17997.79,14028.84
10.34,67.26,0.09,8.17,11.31,27873.09,16934.52,14814.05
13.06,70.08,0.08,7.72,8.84,32346.94,19108.43,18660.2
13.62,76.53,0.07,6.68,8.18,34777.36,21776.28,21151.43
13.54,79.63,0.07,6.78,7.55,35881.0,23035.98,21914.47
13.43,81.15,0.07,7.08,6.99,36476.6,23511.66,22085.89
13.1,82.11,0.07,6.89,6.59,36471.79,23589.76,21865.23
12.62,82.55,0.07,6.39,6.43,35892.35,23391.82,21291.59
12.38,82.4,0.07,6.12,6.52,35330.95,23112.46,20778.53
12.94,81.66,0.07,6.64,6.73,35761.52,23104.4,21086.28
13.75,81.0,0.07,7.79,6.87,36823.62,23434.26,21944.12
14.26,80.78,0.07,9.2,7.03,37661.72,23782.54,22610.24
14.4,81.03,0.07,10.14,7.11,38015.55,23951.14,22871.46
14.29,81.46,0.07,10.32,7.07,38008.92,23966.77,22839.66
14.08,81.85,0.07,9.97,6.96,37818.3,23913.16,22651.92
13.7,82.22,0.07,9.1,6.77,37421.0,23800.94,22283.98
12.84,82.67,0.07,7.51,6.56,36343.52,23475.55,21376.29
10.87,82.59,0.07,5.43,6.78,33245.02,22393.97,19034.15
7.3,77.56,0.09,4.49,9.13,26924.28,18523.48,14490.18
6.02,63.87,0.28,11.14,14.89,21205.8,14189.66,11830.31
7.08,56.41,1.04,27.49,20.41,19562.41,13027.73,11339.32
8.91,56.84,2.66,33.94,24.82,20511.18,12868.56,11385.41
10.56,61.87,4.03,32.22,31.33,21476.13,13004.4,11477.95
11.43,66.39,4.5,30.27,38.83,21713.51,13224.27,11506.24
11.92,68.48,4.58,30.36,42.1,21858.66,13457.66,11572.09
13.21,68.51,3.73,25.61,26.14,24062.35,14001.59,12232.0
13.36,64.87,0.21,13.92,7.41,27594.31,15724.64,15493.0
13.46,69.99,0.08,9.64,7.32,32890.08,19153.78,21082.74
14.51,74.95,0.07,9.27,9.38,36160.5,22672.45,23211.74
14.99,75.43,0.07,13.05,11.34,37589.72,23816.55,23643.54
15.62,74.02,0.07,20.22,13.98,38256.76,23989.32,23799.14
15.78,74.2,0.07,26.15,15.66,38482.04,23936.24,23739.48
15.27,77.03,0.07,24.0,14.42,38392.16,23881.38,23483.42
14.67,79.49,0.07,18.92,12.18,38252.34,23884.32,23258.8
14.34,80.6,0.07,15.48,10.55,38275.88,23982.74,23192.67
14.21,81.0,0.07,13.53,9.56,38389.27,24098.5,23219.71
14.26,80.95,0.07,12.71,9.06,38554.0,24190.84,23320.28
14.38,80.76,0.07,12.56,8.87,38698.7,24244.7,23430.64
14.63,80.27,0.07,13.25,9.03,38874.81,24275.63,23594.2
15.2,78.82,0.07,16.02,9.99,39127.29,24263.88,23870.64
15.98,75.82,0.07,23.31,12.64,39280.98,24126.26,24103.55
16.59,72.01,0.07,37.68,17.84,39163.4,23859.43,24051.4
16.83,69.6,0.07,55.4,24.29,38877.55,23605.78,23748.02
16.58,70.93,0.07,58.69,25.52,38608.4,23474.56,23419.86
15.75,75.36,0.07,41.97,19.78,38412.3,23470.76,23200.38
14.26,80.13,0.07,22.47,13.39,37609.02,23358.37,22534.71
12.26,82.36,0.07,11.88,10.63,35227.84,22899.91,20543.88
9.57,81.37,0.07,7.52,11.92,30181.1,21262.24,16501.78
6.95,72.71,0.1,7.95,16.26,25020.28,16981.32,12934.0
6.83,61.74,0.23,14.25,16.57,22672.4,14265.29,11978.94
11.56,65.26,0.28,27.73,24.71,31300.3,18797.65,17792.87
11.26,64.62,0.1,14.01,9.99,30449.74,17741.2,17216.18
13.63,61.45,0.08,18.76,14.81,31430.03,18757.46,18419.56
15.41,62.04,0.07,24.78,21.94,33424.67,20682.16,20029.92
15.74,65.97,0.07,28.57,24.28,35101.5,22293.96,21117.72
15.74,69.17,0.07,32.56,21.97,36330.3,23061.7,21952.46
15.9,70.75,0.07,38.16,19.75,37354.3,23450.45,22695.98
16.14,70.96,0.07,46.05,19.47,38057.21,23624.1,23209.6
16.34,70.63,0.07,55.42,20.6,38390.31,23644.18,23438.68
16.22,71.78,0.07,57.57,20.38,38455.33,23634.02,23429.82
15.54,75.57,0.07,44.74,16.87,38327.56,23672.5,23219.39
14.65,79.13,0.07,29.83,12.95,38053.02,23734.74,22884.28
13.62,81.47,0.07,19.11,10.18,37359.76,23716.96,22186.03
12.1,82.68,0.07,11.77,8.71,35513.27,23371.44,20536.08
9.76,81.99,0.07,7.59,9.25,31210.69,21910.66,17137.96
7.75,75.8,0.08,7.16,11.99,26627.09,18389.6,13833.64
9.78,67.53,0.09,9.56,11.48,27707.37,16983.29,14326.59
13.87,67.82,0.08,11.27,9.9,32725.19,19159.98,18584.36
15.46,71.18,0.07,14.9,11.91,35810.14,22068.44,21575.68
16.34,69.3,0.07,27.64,16.8,37159.52,23233.04,22607.23
17.08,64.21,0.07,61.35,28.64,37551.22,23244.61,22665.56
17.52,59.99,0.07,127.98,52.89,37473.82,23068.25,22121.86
17.72,58.62,0.07,197.71,77.14,37283.08,22997.73,21525.94
17.74,59.68,0.07,228.44,80.36,37229.11,22968.16,21267.58
17.43,63.82,0.07,195.01,58.25,37299.66,22924.95,21435.96
16.13,72.78,0.07,97.58,28.17,37294.35,22913.76,21756.01
13.57,80.39,0.07,33.39,14.07,35805.38,22672.47,20665.9
9.35,81.65,0.07,12.8,12.12,29987.02,21440.84,16113.2
5.3,71.07,0.19,15.45,20.41,21857.04,15786.73,11683.87
5.82,60.98,1.16,46.09,27.53,19334.62,13477.0,10990.74
8.45,55.95,1.96,57.08,25.56,21944.32,13349.42,11380.14
12.66,54.87,0.26,27.93,9.28,29884.97,14799.73,14674.88
14.22,64.09,0.08,19.03,7.69,35121.6,19189.48,20223.68
15.25,71.43,0.07,17.97,10.26,37375.86,22970.58,22766.55
15.57,72.87,0.07,22.39,12.22,37996.88,23910.87,23348.14
15.66,74.02,0.07,27.4,12.98,38177.01,24009.16,23397.44
15.48,76.11,0.07,27.94,12.3,38308.75,24029.07,23366.89
15.31,77.65,0.07,26.28,11.32,38482.57,24084.46,23406.15
15.37,77.96,0.07,25.95,10.92,38695.38,24145.49,23535.86
15.53,77.66,0.07,27.13,11.06,38835.25,24163.4,23642.28
15.65,77.29,0.07,28.86,11.43,38880.19,24142.91,23682.66
15.78,76.74,0.07,31.31,12.02,38885.88,24097.08,23701.26
15.9,76.19,0.07,34.23,12.75,38853.15,24033.38,23686.42
15.79,76.54,0.07,34.54,12.89,38721.82,23969.34,23560.95
15.3,78.37,0.07,29.26,11.71,38426.33,23918.38,23258.43
14.63,80.34,0.07,22.16,10.0,38015.4,23888.96,22842.12
14.24,81.25,0.07,17.65,8.77,37826.03,23950.0,22601.33
14.52,80.8,0.07,16.83,8.36,38142.86,24092.59,22843.13
15.46,78.41,0.07,21.35,9.4,38679.93,24150.13,23422.49
16.64,72.65,0.07,39.36,14.1,38867.23,23902.51,23770.22
17.52,63.96,0.07,98.48,31.55,38487.24,23468.52,23304.57
17.98,56.43,0.07,233.01,90.34,37815.31,23413.62,21983.03
18.19,52.3,0.07,366.98,180.99,37093.21,23478.84,20584.63
18.19,52.66,0.07,405.98,193.12,36418.6,23272.23,19573.28
17.59,60.98,0.07,292.69,96.49,35660.28,22615.32,19284.01
15.2,74.75,0.07,92.7,29.39,34741.68,21960.38,19335.51
11.21,80.07,0.07,27.18,16.69,31118.22,21350.61,16466.23
6.86,74.81,0.1,17.83,19.42,24926.26,18174.69,12527.4
6.54,64.38,0.26,29.55,18.88,22728.84,15103.66,11583.0
9.83,59.15,0.22,28.05,9.91,26493.1,14912.48,12753.71
12.86,64.35,0.11,17.38,5.09,32555.16,17311.94,16770.76
13.54,74.44,0.08,10.88,5.01,35573.26,21362.46,20395.02
13.94,78.21,0.07,10.01,5.58,36526.49,23215.04,21739.29
14.65,78.6,0.07,12.99,6.3,37294.89,23856.94,22375.16
15.2,78.5,0.07,17.26,7.02,37779.14,24055.98,22716.88
15.28,79.18,0.07,19.64,7.32,37851.9,24053.93,22713.2
15.06,80.24,0.07,19.24,7.14,37733.37,24007.05,22546.61
14.87,80.95,0.07,18.12,6.84,37646.36,23988.71,22410.43
14.99,80.82,0.07,18.24,6.77,37821.75,24038.4,22531.04
15.46,79.72,0.07,20.88,7.19,38178.96,24091.43,22881.21
16.17,77.12,0.07,28.91,8.72,38441.39,24007.08,23234.04
16.98,71.98,0.07,51.51,13.11,38393.97,23686.64,23315.36
17.72,63.62,0.07,122.65,29.15,37995.3,23273.0,22756.53
18.16,55.64,0.07,282.98,90.77,37364.01,23319.35,21323.8
18.32,50.95,0.07,423.64,195.54,36596.83,23419.74,19852.27
