Temperature,Humidity,Wind_Speed,general_diffuse_flows,diffuse_flows,Zone_1_Power_Consumption,Zone_2_Power_Consumption,Zone_3_Power_Consumption
7.81,57.75,4.95,17.84,-27.13,32981.97,25613.11,24122.51
8.24,58.24,4.9,17.84,-27.68,34234.11,25987.21,26340.0
7.94,58.98,4.9,17.82,-27.93,35825.97,25343.51,25662.57
7.95,58.75,4.89,17.98,-27.92,35933.8,26698.27,25559.56
7.21,59.29,4.9,17.82,-28.04,35945.04,25358.73,24761.36
6.95,60.21,4.91,17.81,-27.8,32000.73,24784.22,25646.07
7.22,59.56,4.88,17.79,-28.02,35404.44,23896.08,24823.47
7.45,58.3,4.9,17.76,-28.19,31512.2,23105.7,25079.94
7.62,60.18,4.9,17.74,-28.14,31930.95,23283.84,24787.19
6.92,60.09,4.91,17.79,-28.1,32079.74,23508.92,25033.06
7.43,59.3,4.89,17.72,-28.12,29818.22,25353.65,25743.68
7.14,60.08,4.89,17.71,-28.18,30833.11,23819.42,23789.5
7.21,59.48,4.9,17.77,-27.99,33522.51,23007.37,24714.27
8.57,57.02,4.9,17.74,-28.15,29482.62,20266.53,23497.11
8.43,56.91,4.89,18.16,-28.3,26134.89,19897.99,21693.93
8.42,57.09,4.88,17.75,-28.25,21609.57,22065.13,21294.22
9.39,57.63,4.9,17.63,-28.23,23045.33,16675.42,17690.58
9.45,58.3,4.89,17.71,-28.22,25167.2,15608.73,17306.62
7.97,57.84,4.9,17.91,-28.1,22984.15,13406.73,17186.92
8.53,58.13,4.91,17.75,-28.32,22227.68,11439.19,17828.31
7.71,57.23,4.91,17.62,-27.83,19772.82,12833.43,16266.27
8.25,58.61,4.89,17.67,-28.3,19106.55,12310.17,18672.67
8.45,57.69,4.9,17.64,-28.3,19588.24,12295.41,15811.9
7.78,58.08,4.9,17.65,-28.1,17059.17,11604.71,15602.42
8.49,58.78,4.91,17.7,-27.91,18457.68,9293.67,13918.19
8.11,58.7,4.91,17.65,-27.8,15805.09,10627.09,14358.87
8.69,57.22,4.9,17.64,-28.16,16622.83,9139.42,14129.88
7.75,58.42,4.89,17.71,-27.91,17248.17,10320.59,13127.46
8.04,58.67,4.92,17.83,-27.77,16209.28,9132.25,13074.43
7.69,59.72,4.91,17.81,-27.99,17590.43,8507.01,15908.0
7.82,58.45,4.9,17.94,-28.05,15017.79,7696.83,13582.24
7.98,59.51,4.91,17.9,-28.17,14623.12,7920.3,13228.23
7.93,59.17,4.92,18.13,-27.59,16529.27,7290.69,12319.09
8.2,57.32,4.92,17.65,-28.25,15998.47,7276.09,15415.36
8.47,57.03,4.91,17.93,-28.24,15033.45,7796.31,13232.61
8.54,57.76,4.9,17.82,-27.7,14422.69,7562.85,13178.95
9.35,58.05,4.92,17.68,-27.8,14233.34,7326.24,13222.97
8.09,58.58,4.9,17.82,-27.95,14470.36,6399.95,11757.62
8.28,57.19,4.91,18.14,-27.16,14874.99,5818.68,11267.51
8.34,57.94,4.9,18.18,-27.44,13876.51,6439.07,11367.82
8.04,56.87,4.9,17.85,-25.95,13526.8,6650.8,11022.88
8.36,57.66,4.9,18.05,-27.12,13597.91,6618.73,11658.25
7.85,58.2,4.91,18.56,-25.24,14447.11,6337.3,11126.63
7.89,57.44,4.9,17.84,-24.62,14848.78,7307.32,11655.23
8.44,58.21,4.9,19.28,-23.91,15181.46,6702.46,12739.26
8.59,57.66,4.91,18.73,-21.35,14148.36,7259.62,12374.29
7.79,57.87,4.92,18.52,-24.83,14378.18,7146.92,12107.6
7.72,57.48,4.91,19.44,-22.84,15617.8,8269.76,11860.98
7.83,58.04,4.93,22.26,-22.99,18893.65,9599.29,12749.82
8.21,57.79,4.91,23.56,-20.21,16653.27,8340.45,12644.55
8.38,58.32,4.92,30.17,-18.61,15257.19,7569.8,12039.28
8.09,58.42,4.93,39.83,-21.49,16529.45,8430.36,11751.72
8.06,58.39,4.93,41.53,-19.1,18486.07,9271.13,12154.02
10.99,48.76,4.8,314.88,58.6,25437.33,13809.02,11950.75
10.75,51.55,4.79,303.77,77.98,22471.74,15213.32,12058.47
11.54,40.91,4.8,250.47,84.98,24976.09,14002.48,12260.21
11.36,41.12,4.79,279.35,100.5,22222.8,14024.88,12162.86
12.86,43.2,4.78,322.11,111.61,25755.88,13843.2,11925.56
12.4,35.53,4.81,332.87,112.47,27059.02,17720.09,11882.33
12.99,37.67,4.79,303.1,146.6,26968.4,13366.75,12305.83
14.68,36.9,4.78,352.58,146.99,29784.91,13627.81,13042.38
13.35,37.12,4.77,349.81,154.24,23835.92,14146.22,12574.35
14.32,34.74,4.78,339.28,119.67,24194.43,15662.04,12293.29
13.97,35.29,4.79,351.1,164.66,26023.93,16067.82,12128.08
14.79,38.4,4.79,357.04,169.63,24670.2,13089.09,12734.14
15.39,34.93,4.78,351.4,137.08,23906.61,15772.9,12146.44
15.47,31.41,4.8,360.52,155.57,24952.53,12758.31,11898.94
15.27,31.74,4.77,356.78,154.83,25454.39,14654.88,13134.6
15.2,31.06,4.78,352.31,179.83,24787.61,13451.0,12326.52
15.58,32.57,4.79,337.59,155.49,27997.84,14202.74,12399.92
15.55,31.15,4.77,339.32,147.65,25256.26,15656.75,12382.14
15.41,33.49,4.79,336.01,167.52,28146.3,12537.93,12844.27
15.39,32.37,4.77,326.61,145.89,29913.02,15657.6,12356.92
15.81,27.05,4.79,360.37,164.36,23305.34,13891.26,11331.86
15.82,27.14,4.79,359.7,170.89,23430.04,13381.08,11337.86
15.92,26.45,4.8,351.53,181.1,24996.89,13400.24,11474.12
15.86,26.91,4.78,353.9,179.85,23023.95,13550.52,11587.05
15.89,27.8,4.77,359.87,178.67,25802.05,13031.11,11408.75
15.85,27.5,4.8,341.6,178.01,24140.1,15455.17,11590.35
15.77,27.51,4.78,325.32,173.17,25078.63,12874.19,12044.57
15.87,27.68,4.79,330.04,187.83,28968.86,13745.82,12274.8
15.85,27.96,4.77,280.7,165.04,24687.2,15033.95,12893.87
15.86,28.58,4.78,281.07,144.17,26969.04,15917.66,11938.67
15.66,29.99,4.79,297.76,157.54,25221.82,15268.43,12558.19
15.67,31.0,4.78,284.75,172.03,25878.95,13858.77,13063.68
15.87,30.8,4.77,244.6,139.57,25375.71,15028.83,12439.62
15.86,29.45,4.78,227.7,159.46,28307.17,13849.87,12343.46
15.9,29.04,4.76,156.6,105.2,24506.61,14557.18,12341.3
15.8,31.26,4.76,85.8,78.19,23500.08,13074.61,12618.45
15.6,29.72,4.78,99.38,84.95,29136.72,15586.13,13798.31
15.78,31.0,4.75,65.01,87.72,25500.29,15066.91,13151.99
15.33,31.83,4.76,60.5,87.7,29783.27,15122.24,14260.78
15.54,31.77,4.75,18.63,45.41,30678.47,17226.38,14393.95
14.52,35.84,4.76,59.2,83.97,34285.58,22389.51,16423.96
14.22,36.98,4.75,36.92,74.72,36631.51,22944.29,20355.17
14.43,40.02,4.77,2.96,54.06,42586.36,24583.06,22569.91
12.86,41.33,4.75,-1.55,34.08,44762.84,25957.33,24626.44
13.08,42.16,4.75,-2.12,31.55,45543.3,26682.29,25256.74
12.48,42.68,4.77,-1.53,21.66,46534.88,27077.71,25737.0
10.95,49.79,4.77,-11.01,22.06,46508.64,26803.0,26500.18
10.38,44.35,4.79,-15.2,15.69,46929.87,26951.29,26750.54
10.87,48.57,4.76,-16.35,6.34,46867.12,26959.99,26866.41
9.51,49.23,4.75,-16.53,8.64,47265.18,27065.26,26656.45
8.27,51.67,4.76,-15.56,1.08,47232.46,27157.08,26743.38
8.08,53.86,4.75,-16.81,2.84,46918.54,27085.21,27001.97
9.04,58.64,4.75,-16.85,0.96,47333.46,27236.2,26744.95
7.82,59.57,4.74,-17.01,1.36,47326.04,27161.76,26739.66
8.43,60.29,4.76,-17.02,-0.57,47044.27,27061.5,26904.86
7.94,60.75,4.76,-17.18,-1.4,47290.04,27117.96,26927.75
7.4,58.6,4.76,-17.19,-1.69,47171.12,27204.19,26931.8
7.26,59.66,4.75,-17.27,-1.41,47204.18,27233.45,26925.96
6.85,61.01,4.76,-17.24,-1.78,47042.56,27106.18,26984.93
7.47,62.54,4.76,-17.19,-1.8,47179.95,27178.63,26954.17
9.03,57.01,4.78,-16.97,-2.5,47186.7,27018.95,26453.9
8.74,59.17,4.77,-16.12,-2.32,46435.05,27097.2,26142.5
9.05,59.41,4.77,-17.25,-1.85,46447.76,27202.16,25939.12
8.45,58.79,4.78,-17.28,-2.15,46820.87,26712.16,25094.32
7.94,58.96,4.79,-16.92,-2.19,45761.32,26814.29,24809.2
8.91,62.48,4.77,-16.83,-2.47,45282.98,26970.33,25152.62
8.45,63.49,4.8,-17.18,-2.84,45407.36,26623.46,24665.58
8.07,62.34,4.79,-17.34,-1.83,45204.83,26339.64,24115.88
7.95,62.58,4.78,-17.31,-2.55,44385.01,25195.45,23811.76
8.83,64.49,4.79,-17.32,-2.13,43346.19,25408.7,23346.13
8.93,58.91,4.77,-17.28,-2.63,40879.75,24874.19,22818.38
8.06,59.71,4.79,-17.31,-2.24,38638.24,24357.59,22568.73
8.49,62.29,4.79,-17.33,-0.79,38268.65,23257.23,21728.52
8.62,58.99,4.78,-17.34,-2.64,34249.36,21476.52,20331.69
9.52,58.83,4.78,-17.3,-1.86,34116.82,20174.36,19449.72
7.97,60.66,4.79,-17.28,-2.56,30247.33,17621.49,18619.72
7.89,62.88,4.8,-17.3,-2.89,29203.41,16330.57,16374.79
8.53,64.91,4.79,-17.18,-3.01,23718.21,15263.18,15864.3
7.53,60.6,4.78,-17.25,-3.01,22521.53,14444.24,16090.67
7.58,64.45,4.79,-17.13,-2.64,22965.17,13179.81,14572.91
14.59,42.53,0.07,580.44,316.54,32625.38,20707.85,16577.51
14.71,47.98,0.07,337.06,176.19,32427.39,21455.03,15680.35
14.53,44.67,0.07,162.35,212.39,33441.9,20663.24,17651.39
14.59,47.58,0.06,93.2,173.2,32952.41,20929.88,18390.32
14.35,42.76,0.06,367.99,178.05,33703.22,20335.72,17157.28
14.69,42.94,0.07,161.76,108.93,33499.17,21887.08,18859.66
14.2,43.79,0.06,78.16,185.23,34305.98,18815.98,18923.39
13.91,45.15,0.07,65.25,34.72,33486.12,21510.46,18943.82
14.53,45.01,0.06,109.4,114.03,33059.45,21800.64,19539.41
14.51,42.47,0.06,3.92,48.24,31789.33,21782.27,19450.83
14.34,46.97,0.06,22.88,47.76,33439.4,21517.18,19332.04
13.84,50.75,0.06,76.59,65.09,33002.1,21150.44,19884.03
14.45,45.65,0.06,-13.53,35.28,31125.74,21447.31,18525.9
13.45,45.51,0.06,11.08,24.12,32199.62,18739.3,18378.1
14.29,45.16,0.06,-30.43,5.73,32396.87,21786.29,19706.32
13.99,47.95,0.06,-19.78,22.44,30548.64,20422.43,19321.57
14.16,45.01,0.06,-22.0,9.69,29997.82,19548.01,17465.08
14.27,45.86,0.06,-11.2,30.82,30983.72,18003.13,18101.82
13.79,46.01,0.06,-28.61,18.58,32573.4,19786.11,18777.41
12.91,49.2,0.07,-27.4,13.48,32258.21,17316.56,19147.78
12.6,52.64,0.07,-34.76,4.39,33805.09,21758.64,19278.53
12.16,55.55,0.07,-37.57,0.33,33769.73,22054.64,18659.45
11.73,52.79,0.07,-41.0,1.12,33572.78,21999.94,19268.34
12.27,53.92,0.07,-41.54,0.61,33288.71,21435.28,18956.93
12.15,52.86,0.07,-39.83,0.64,33048.91,21370.26,18885.76
12.28,50.17,0.07,-40.22,-0.26,33366.19,21686.61,18803.68
12.58,53.89,0.07,-41.45,-0.26,33825.68,20553.55,18720.9
12.61,53.69,0.07,-42.13,-0.08,32501.12,21342.33,18433.0
12.11,53.11,0.07,-41.89,-0.5,31326.08,21129.22,18562.16
12.46,51.66,0.07,-42.1,-1.24,31058.02,20940.72,18203.26
12.73,53.07,0.07,-42.05,-1.12,29807.85,20035.42,17763.58
11.9,56.55,0.07,-42.04,-0.34,30413.08,19084.99,17910.32
12.57,52.93,0.06,-42.22,-0.16,27320.89,18386.72,16332.35
11.99,51.86,0.07,-42.2,-1.6,27483.3,16307.01,16463.58
12.4,50.69,0.07,-42.22,-1.48,27373.51,18063.29,16510.9
12.47,54.09,0.07,-42.07,-1.29,24530.55,15670.11,15264.72
12.73,53.85,0.07,-42.14,-1.79,25066.93,13797.0,13596.95
12.52,52.31,0.07,-41.95,-1.88,23610.24,13624.65,15055.15
12.75,53.6,0.07,-42.12,-2.09,22809.11,12901.22,13442.75
11.88,56.18,0.07,-42.02,-1.17,23658.39,11894.66,13601.3
12.49,51.09,0.07,-42.12,-1.52,30561.65,18888.59,16197.49
12.19,54.97,0.06,-41.58,-2.11,28637.94,19463.81,15498.96
11.91,52.99,0.06,-42.21,-1.38,27403.39,18465.32,15219.58
12.28,52.0,0.07,-42.27,-1.54,26000.31,15007.35,13641.84
13.01,53.2,0.06,-41.93,-1.92,24538.01,15334.54,12394.25
12.48,53.35,0.07,-41.8,-1.22,24228.18,15299.69,11470.25
12.86,54.33,0.07,-42.06,-1.73,24447.0,11983.82,11932.61
12.72,53.39,0.06,-42.28,-0.62,20212.62,12000.96,12463.52
13.09,55.67,0.06,-42.2,-1.41,20251.41,13012.78,12499.69
12.7,50.8,0.07,-42.22,-1.74,19700.39,12208.49,11545.31
12.97,52.78,0.07,-42.26,-0.01,19871.02,10312.87,11995.12
12.95,55.69,0.07,-41.91,0.02,19570.85,10055.33,12188.74
12.94,51.2,0.07,-42.24,0.82,18688.86,10501.59,10793.22
13.02,51.25,0.07,-42.28,-1.36,18782.45,9982.37,10579.14
12.74,50.14,0.06,-42.17,0.07,19344.04,10461.15,11442.33
12.67,53.45,0.07,-41.81,0.16,18443.39,9422.61,9855.79
13.12,52.71,0.07,-42.12,-0.67,18426.42,8824.66,9578.68
12.54,51.68,0.07,-41.5,-1.34,17984.22,8620.1,9528.66
12.12,54.54,0.07,-41.58,-1.36,17821.02,8686.26,9054.14
11.82,57.73,0.07,-41.23,0.07,18217.55,8676.38,8979.77
12.42,54.33,0.07,-42.23,-1.51,19316.45,10056.07,10236.8
11.76,52.97,0.07,-41.77,-1.79,18827.48,10203.81,10252.84
11.51,53.88,0.07,-42.15,1.05,19244.94,9551.81,9805.22
11.78,53.44,0.07,-42.13,0.67,18681.37,9554.96,10030.61
11.11,52.76,0.07,-41.35,-1.13,18217.69,9118.36,9191.09
12.44,55.11,0.07,-41.4,2.22,18588.95,9019.11,8883.37
11.89,54.37,0.07,-41.09,0.91,18409.81,9375.88,9155.48
12.15,53.88,0.07,-41.95,7.67,17704.93,9148.14,9436.05
12.65,54.34,0.07,-41.64,3.95,17875.29,9208.94,9704.71
11.36,52.66,0.07,-40.29,7.33,18010.96,9359.16,9101.52
12.46,53.94,0.07,-41.87,19.28,18784.24,8952.56,9568.48
12.06,56.16,0.07,-36.25,19.99,18303.69,8926.55,10719.46
12.57,51.86,0.07,-40.6,36.75,18111.64,9067.79,10674.14
11.57,54.61,0.07,-40.96,8.88,18375.75,9425.62,9374.41
11.64,48.39,0.07,-39.41,22.92,19041.86,9664.46,10397.91
11.76,51.61,0.07,-31.92,18.92,19611.78,9850.71,10148.04
12.74,49.75,0.07,-32.52,34.36,18364.91,8910.04,9194.91
11.87,49.52,0.07,-8.41,22.01,18245.2,8670.64,9352.47
11.71,52.24,0.07,-6.14,28.39,18347.21,8925.03,8844.73
11.05,54.26,0.07,-5.83,33.52,18693.23,9327.04,8999.38
7.61,72.68,4.87,44.96,1.47,20041.16,13899.46,20300.89
7.25,69.94,4.84,45.53,5.88,22583.55,13177.38,19173.05
7.43,70.01,4.83,44.57,3.19,21496.84,13059.27,18777.05
7.88,70.08,4.88,46.17,2.07,20438.6,13012.05,19596.7
7.81,70.63,4.9,44.95,3.14,21661.95,12502.57,17764.29
8.01,70.44,4.88,48.72,3.87,19589.67,11525.74,16415.03
7.27,70.09,4.83,45.77,7.61,20814.8,15068.66,16716.01
8.16,68.34,4.88,44.86,5.34,18863.64,12882.7,18899.62
7.86,68.04,4.81,47.05,5.79,19166.87,11894.39,16987.92
7.63,64.05,4.92,48.44,8.43,19103.51,12163.0,15596.97
7.6,66.57,4.89,47.3,14.96,20384.73,11738.41,15482.97
7.55,61.34,4.86,52.96,14.82,20304.34,10792.24,14776.57
8.46,68.47,4.82,49.98,6.17,19401.96,10803.61,16770.86
8.1,66.33,4.83,46.57,3.7,19395.3,11423.73,13519.1
7.56,65.99,4.86,51.93,12.02,18293.51,10724.39,13775.54
7.51,66.8,4.81,51.35,11.04,19971.9,12093.35,14104.7
10.68,66.11,4.86,61.47,15.8,19223.03,11434.32,15076.6
8.97,64.32,4.82,53.7,8.79,18574.81,10808.4,12871.73
8.95,69.9,4.85,60.68,7.27,18908.52,11522.47,13936.23
8.37,67.64,4.82,56.46,53.99,19922.44,12865.37,12529.46
7.2,71.51,4.86,45.31,2.7,19855.97,13727.47,18133.31
7.14,71.64,4.81,46.5,5.87,22732.25,13329.94,16344.18
7.2,70.43,4.84,46.36,7.1,22413.64,13311.95,16217.89
7.34,71.11,4.88,49.76,8.21,21028.43,12926.09,16076.01
6.99,69.74,4.88,47.49,5.04,22135.47,12443.88,14364.98
7.06,68.82,4.88,50.25,8.04,20071.44,11480.06,13815.81
7.1,71.57,4.9,53.39,10.59,22147.54,12909.45,14680.52
7.53,68.53,4.91,51.21,15.44,19577.91,11988.45,15916.26
7.68,68.32,4.83,53.16,16.52,19454.92,13253.26,13982.73
7.44,64.43,4.91,79.39,24.9,20098.24,13888.04,13778.59
7.9,66.74,4.9,71.98,60.78,22788.3,12794.62,12697.74
7.9,64.15,4.91,99.1,30.04,24291.57,13314.05,13380.03
7.89,67.59,4.91,115.75,19.78,22521.05,12829.04,13800.65
8.11,65.0,4.88,83.96,35.8,23337.69,14751.58,12334.57
7.97,62.49,4.92,120.54,58.27,22409.74,15070.82,13073.22
8.64,66.2,4.87,128.13,117.15,26120.93,15023.95,13181.16
11.46,61.88,4.92,230.49,94.52,24629.37,15504.98,13194.55
10.81,58.03,4.92,240.1,81.6,23037.46,14421.33,12519.23
9.45,64.54,4.9,265.27,102.63,24141.16,15151.75,12329.31
10.17,65.12,4.92,326.29,137.5,26358.42,16463.69,12969.94
8.48,65.44,4.84,347.27,250.45,31476.94,20119.11,15797.72
8.99,68.33,4.85,301.79,235.93,32277.95,20810.45,17169.61
9.49,64.21,4.87,342.64,246.76,33322.21,20626.15,17472.59
10.06,63.02,4.87,447.93,272.3,33855.27,21242.25,17346.09
9.3,59.69,4.85,470.07,279.26,34297.09,21328.97,18162.52
10.64,57.91,4.88,476.7,201.2,33981.58,21263.13,18615.37
11.05,57.64,4.83,409.14,261.35,34736.9,21915.41,18826.03
11.68,57.98,4.88,579.74,292.03,34412.04,21530.81,19532.0
11.58,54.12,4.81,548.5,324.88,34210.72,21850.37,18784.16
12.21,51.02,4.88,593.63,344.21,34297.5,21600.25,19609.4
12.76,50.99,4.84,628.12,362.88,34894.88,22063.43,18957.55
12.93,50.28,4.85,603.41,272.95,34768.23,21953.69,19776.37
12.91,52.39,4.83,644.75,377.36,34589.06,21701.97,18623.4
13.37,51.05,4.83,627.15,319.49,34623.42,21599.87,17696.76
13.32,50.39,4.84,619.86,320.38,33567.14,21649.97,19011.23
13.76,50.98,4.82,614.91,334.76,34237.96,21617.21,17528.28
13.89,48.73,4.83,578.7,280.91,33049.97,21648.01,17869.2
13.97,48.0,4.84,612.6,331.48,33995.86,20757.02,17276.43
13.83,48.61,4.82,628.64,368.86,33823.49,21063.49,17841.18
13.93,48.21,4.8,657.53,355.88,33043.4,20844.54,17943.26
13.81,49.83,4.88,633.82,509.5,33271.07,21515.84,19757.95
13.74,51.26,4.85,593.91,516.66,33836.56,21328.89,19833.87
13.85,47.66,4.85,598.32,474.31,33671.62,21302.59,19388.62
13.89,51.11,4.89,591.86,456.26,33080.09,20119.06,19622.38
13.74,48.55,4.85,621.8,512.91,33550.02,20846.16,19552.12
13.91,48.66,4.88,531.75,517.44,33133.19,20095.65,19968.91
13.8,49.55,4.84,571.47,523.04,33901.4,20584.91,19389.78
13.79,48.33,4.9,606.68,556.9,33489.18,20606.81,19279.77
13.92,49.96,4.85,516.21,488.52,33312.55,20587.5,19845.91
13.84,49.04,4.91,567.9,528.39,33351.23,20770.17,19284.3
13.83,50.17,4.84,566.2,568.66,33389.14,20906.11,19432.34
13.92,50.81,4.86,541.93,430.36,34129.03,20661.62,20108.73
13.82,50.86,4.87,545.49,394.92,32645.81,21132.25,20020.18
13.91,49.68,4.88,466.42,331.41,33839.69,20910.95,19896.34
13.96,48.78,4.86,438.49,355.08,33604.27,21717.56,20262.88
13.93,50.94,4.84,397.18,349.41,34578.59,21729.63,20261.06
13.9,51.62,4.84,373.11,246.8,34137.8,21655.22,20581.54
13.99,49.8,4.86,302.09,282.21,34241.35,21849.98,20556.42
13.84,51.73,4.83,342.87,260.11,34987.71,22001.13,20481.3
13.81,52.35,4.84,269.7,332.31,34692.11,22318.82,20437.46
13.16,78.21,3.14,-22.88,-29.98,24817.99,16122.04,16529.22
13.12,78.8,3.44,-20.68,-27.48,23571.3,16731.18,17353.43
12.66,79.91,3.49,-17.52,-23.75,22748.35,15957.19,19202.2
12.78,78.4,3.49,-13.9,-27.95,23250.54,15323.24,17117.41
12.73,78.64,3.77,-12.59,-19.87,23882.83,17960.47,18969.28
12.48,71.29,3.29,4.42,-27.88,23461.77,15969.07,15890.67
13.02,75.34,3.69,-10.36,-11.47,24051.42,15165.83,17791.36
12.87,75.47,3.95,-9.12,-14.0,23917.12,15330.85,17426.99
13.69,77.04,3.49,20.59,-1.86,22451.37,14890.3,16866.65
13.19,73.12,2.7,41.14,-3.94,22493.81,15217.94,18926.3
13.35,74.16,3.7,44.14,-3.61,23510.1,14974.97,16092.98
12.89,74.88,3.26,37.97,2.33,22040.76,15319.22,17507.01
14.03,75.7,3.4,42.43,-4.86,22808.51,14666.46,16034.91
14.24,74.53,3.38,114.66,6.39,22346.79,14685.11,15738.61
12.96,76.04,3.98,90.28,-16.84,22947.51,15281.02,15760.36
13.22,71.77,3.21,89.0,-0.87,23618.66,14916.48,16260.88
13.82,66.91,3.07,43.13,-3.01,22736.32,15318.39,15863.38
14.53,71.91,2.79,112.06,17.65,23914.7,15671.8,15322.11
13.16,65.53,3.23,46.89,30.79,22840.36,15228.66,14927.68
13.31,71.35,3.49,25.94,12.84,23337.26,15391.79,16955.12
13.97,71.75,2.89,83.06,0.04,31971.84,21073.26,16080.4
14.14,70.89,3.04,76.57,-2.0,30116.37,21317.49,15979.13
13.58,74.96,3.11,88.03,8.9,32073.68,21726.81,17094.8
13.47,70.84,3.19,107.8,36.86,35850.3,21297.04,16281.0
14.34,68.59,3.34,205.96,30.94,34957.48,22457.15,16762.93
14.1,65.22,3.23,186.07,23.93,35567.32,23633.21,16635.3
14.58,70.64,3.66,204.35,50.53,36493.9,22071.93,17295.51
14.72,69.01,3.42,256.97,49.04,37155.33,23290.34,17922.59
15.76,63.97,3.15,280.67,85.48,35668.33,22588.04,17318.86
16.56,62.39,3.13,307.33,84.36,34422.29,23018.83,18138.9
16.92,63.78,3.13,356.37,94.22,39008.24,22239.35,18048.46
16.53,61.58,3.49,378.18,84.4,33686.22,24092.66,18084.13
17.51,63.78,3.56,351.83,79.24,38823.34,23072.98,17033.96
17.41,57.29,3.36,412.39,160.47,36241.12,21941.37,17373.47
17.78,57.24,3.03,409.95,98.46,36666.03,23385.74,17464.18
17.9,55.11,3.4,373.91,98.02,35753.16,21627.44,17379.13
18.25,54.72,2.98,377.95,144.06,34833.67,21177.51,16712.88
18.13,55.88,3.29,376.84,147.18,37401.95,21672.3,15961.25
17.99,53.35,3.36,375.37,156.96,34236.87,21830.36,16825.18
18.11,57.87,3.02,397.97,124.22,34534.61,21496.8,17402.53
17.66,58.48,2.73,322.68,98.82,31870.13,19790.35,15346.95
17.67,55.66,3.23,382.06,131.93,33646.92,19321.17,15430.25
17.79,54.98,3.16,407.89,138.87,30738.34,21774.98,16141.87
17.81,55.25,3.08,388.76,143.63,34464.75,20388.52,16326.27
17.82,56.47,3.24,411.52,136.91,32791.85,21246.08,16561.38
17.98,55.32,2.98,365.42,190.62,32661.45,20440.82,16937.45
17.96,56.81,3.04,334.04,199.63,33650.09,22793.32,17528.7
17.85,56.85,3.35,303.44,211.78,33331.26,20603.07,17744.82
18.28,55.03,3.02,354.14,216.28,31941.13,20854.34,17447.23
18.33,56.78,3.07,359.75,215.48,30982.86,20572.46,18045.14
18.18,58.53,3.43,364.54,239.12,32772.71,18719.21,17928.83
18.09,58.41,3.2,365.02,177.25,31696.44,21354.0,16887.71
18.22,56.83,3.12,324.41,187.18,31243.22,18249.74,17802.88
18.37,56.32,3.57,300.14,228.62,30808.0,20275.45,18362.92
18.45,56.01,3.06,291.53,180.99,32376.98,20772.85,17199.21
18.46,59.48,2.91,238.4,79.43,32045.88,20164.73,18653.74
18.18,54.92,2.75,212.25,100.68,34467.94,19485.76,19816.09
18.42,56.83,3.02,167.57,78.53,33593.98,20928.78,19269.77
18.26,56.56,2.73,210.95,68.11,34531.03,22944.79,19663.75
18.18,58.95,3.06,143.25,40.32,39498.55,22585.48,20333.48
18.47,52.74,2.53,205.7,92.08,35410.83,22164.57,21367.43
18.42,54.1,2.61,155.17,128.81,36323.79,22617.29,20842.53
18.32,52.41,2.22,106.13,129.57,38267.76,24400.93,21964.65
18.1,54.08,2.49,97.56,70.57,39267.09,24586.56,21911.5
18.16,55.67,2.6,122.02,124.59,41513.11,24503.57,23477.96
18.13,56.53,2.38,134.62,123.46,41169.69,25870.41,22074.35
18.17,58.27,2.6,106.01,151.96,42913.24,26203.49,24869.32
17.61,59.84,2.72,17.45,132.25,43106.7,25928.38,24465.92
