Date,Temperature,Humidity,Wind_Speed,general_diffuse_flows,diffuse_flows,Zone_1_Power_Consumption,Zone_2_Power_Consumption,Zone_3_Power_Consumption
2017-01-01 14:40,19.04,85.0,0.09,601.3,636.6,44135.7,12233.43,10698.8
2017-01-01 15:20,19.1,84.8,0.09,603.1,645.4,44153.92,12299.09,10640.96
2017-01-01 16:00,19.23,84.6,0.09,606.9,651.1,44184.3,12415.81,10669.88
2017-01-01 16:20,19.44,83.8,0.09,618.9,668.4,44251.14,12255.32,10698.8
2017-01-01 16:40,19.44,83.7,0.09,616.2,666.2,44257.22,12335.56,10697.97
2017-01-01 17:00,19.48,83.3,0.09,612.6,660.8,44269.37,12339.21,10733.49
2017-01-01 17:40,19.45,83.5,0.09,598.6,640.4,44275.44,12474.16,10785.54
2017-01-01 18:20,19.3,84.6,0.09,592.7,629.7,44342.28,12503.34,10889.01
2017-01-01 19:20,19.2,85.0,0.09,583.0,619.2,44360.51,12561.7,10970.05
2017-01-01 21:20,19.02,85.1,0.09,576.7,614.2,44439.49,12612.77,11045.78
2017-01-01 23:20,19.01,85.3,0.09,562.1,603.7,44579.24,12795.14,11167.23
2017-01-02 00:40,18.94,85.6,0.09,555.1,595.4,44670.38,12930.09,11271.33
2017-01-02 00:40,18.7,86.9,0.09,548.9,576.5,44712.91,12981.16,11311.81
2017-01-02 01:00,18.61,87.4,0.09,269.0,0.14,44712.91,12922.8,11253.71
02:20,18.63,87.4,0.09,267.4,0.14,44706.84,12879.03,11225.06
02:50,18.34,87.7,0.09,3.48,0.11,44627.85,12904.56,11195.82
03:50,18.28,87.7,0.09,3.19,0.14,44603.54,12714.89,11161.45
04:50,18.4,87.8,0.09,0.14,0.11,44554.94,12671.12,11138.31
06:50,18.53,87.9,0.09,0.06,0.14,44469.87,12612.77,11115.18
06:00,18.41,87.9,0.09,0.06,0.14,44427.34,12521.58,10999.52
06:20,18.17,88.3,0.09,0.04,21.5,44409.11,12499.7,10930.12
06:50,18.11,88.4,0.09,0.14,0.12,44366.58,12324.62,10883.22
07:20,18.28,88.3,0.09,288.0,21.96,44172.15,11565.96,10768.19
08:20,18.34,88.2,0.09,2.91,0.12,44044.56,10942.25,10599.56
09:50,18.57,87.6,0.09,543.3,339.7,44056.71,10949.54,10635.18
10:30,18.57,87.6,0.09,545.0,456.5,44093.16,11409.12,10726.91
12:50,18.56,87.1,0.09,0.22,203.8,44178.23,11551.37,10773.98
14:50,18.62,86.8,0.09,3.72,456.6,44275.44,11675.38,10802.89
15:50,18.66,86.8,0.09,547.1,204.1,44317.97,11777.51,10877.43
17:00,18.78,86.2,0.09,4.8,204.2,44336.2,12029.18,10901.2
18:50,18.85,85.9,0.09,0.09,484.0,44342.28,12204.26,10959.04
18:50,18.88,85.5,0.09,4.45,42.81,44421.27,12426.75,11074.7
18:50,18.75,85.1,0.09,0.05,482.4,44512.41,12616.41,11288.44
20:50,18.7,85.0,0.09,4.22,22.83,44591.39,12886.32,11676.14
22:50,18.7,85.0,0.09,0.09,0.14,44743.29,12988.45,12040.48
22:50,18.65,84.9,0.09,255.4,37.17,45041.01,13207.29,12763.37
00:50,18.63,84.7,0.09,0.1,23.42,45180.76,13418.84,13457.35
00:50,18.26,84.8,0.09,4.0,37.21,45302.28,13535.56,13486.27
01:10,18.16,85.0,0.09,0.1,26.9,45381.27,13572.04,13515.18
01:30,18.28,84.9,0.09,0.1,0.14,45435.95,13582.98,13520.96
02:10,18.52,84.7,0.09,13.9,0.12,45375.19,13553.8,13505.61
02:50,18.44,84.7,0.09,0.09,39.13,45369.11,13520.97,13486.27
02:50,18.45,84.5,0.09,0.06,37.43,45302.28,13440.73,13370.6
03:20,18.39,84.5,0.09,0.09,30.11,45265.82,13407.9,13266.51
03:20,18.31,84.1,0.09,0.06,204.4,45198.99,13364.13,13069.88
03:40,18.16,84.1,0.09,17.22,0.12,45180.76,13331.31,13012.05
04:00,18.24,84.1,0.09,0.1,204.8,45144.3,13291.19,12809.64
04:40,18.2,84.3,0.09,0.05,30.43,45101.77,13258.36,12683.58
05:00,18.16,84.2,0.09,0.1,30.62,45053.16,13218.24,12578.31
05:40,18.15,84.2,0.09,0.1,38.74,45022.78,13163.53,12271.81
05:80,18.25,83.9,0.09,0.05,30.68,44943.8,13024.92,12034.7
06:40,18.16,83.9,0.09,329.2,38.33,44785.82,12951.98,11971.08
06:80,18.21,83.9,0.09,0.05,339.5,44676.46,12842.55,11722.41
07:20,18.18,83.8,0.09,16.86,31.5,44463.8,12747.72,11392.77
07:60,18.35,83.7,0.09,329.8,0.14,44354.43,12594.53,11300.02
07:90,18.37,83.6,0.09,330.1,31.55,44263.29,12455.93,11213.49
08:20,18.55,83.5,0.09,10.07,336.7,44251.14,12240.73,11126.35
09:20,18.42,83.6,0.09,547.3,479.6,44245.06,12382.98,10970.05
11:20,18.18,83.7,0.09,552.3,582.7,44311.9,12426.75,10901.2
12:30,18.2,83.7,0.09,559.0,601.1,44372.66,12506.99,10947.47
12:50,18.38,83.8,0.09,572.2,612.5,44396.96,12539.82,11016.87
12:50,18.48,83.8,0.09,582.3,617.6,44469.87,12598.18,11068.92
13:50,18.28,83.9,0.09,602.4,636.7,44524.56,12583.59,11108.98
15:00,18.28,84.4,0.09,626.3,671.2,44536.71,12638.3,11138.31
15:40,18.51,84.6,0.09,658.0,682.8,44579.24,12733.13,11178.8
16:10,18.55,84.6,0.09,702.0,723.0,44591.39,12813.37,11196.14
16:40,18.5,84.4,0.09,738.0,765.0,44603.54,12879.03,11247.92
17:20,18.31,84.2,0.09,750.0,790.0,44627.85,12922.8,11346.33
17:20,18.11,84.0,0.09,709.0,729.0,44749.37,12988.45,11577.83
17:20,18.06,84.1,0.09,674.2,696.8,44828.35,13123.4,12017.35
18:00,17.41,84.8,0.09,612.6,658.5,45053.16,13356.84,12902.17
18:00,15.63,85.2,0.09,583.5,620.3,45265.82,13604.86,13526.75
18:50,9.16,85.4,0.09,578.7,615.3,45466.33,14286.93,13630.84
18:50,9.14,85.5,0.09,571.7,610.1,45879.49,15734.95,13754.53
19:10,7.91,85.6,0.09,560.4,602.0,45946.33,15227.96,13740.72
19:10,7.6,85.6,0.09,554.1,592.8,45934.18,14301.52,13717.59
19:10,7.57,85.6,0.09,548.9,575.6,45824.81,14272.34,13931.57
19:30,7.54,85.6,0.09,12.08,332.7,45915.95,14009.73,13839.04
20:00,7.59,85.6,0.09,0.1,28.38,45612.15,14181.16,13920.0
20:20,7.55,85.7,0.09,11.89,0.12,45782.28,14392.71,14232.29
20:40,7.59,85.7,0.09,11.76,0.1,45818.73,16132.52,14544.58
21:00,7.58,85.7,0.09,10.97,28.88,45745.82,15807.9,14646.03
21:40,7.53,85.8,0.09,0.05,29.03,45672.91,16128.88,14666.02
22:20,7.44,85.9,0.09,361.3,0.12,45490.63,17007.9,14862.65
23:10,7.26,86.0,0.09,0.1,29.07,45478.48,19728.88,14307.47
23:50,7.29,86.0,0.09,0.49,0.14,45381.27,14009.73,13659.76
00:40,7.29,86.0,0.09,0.11,51.53,45369.11,13655.93,13526.75
00:50,7.27,86.3,0.09,0.3,0.12,45277.97,13604.86,13492.05
01:10,7.3,86.6,0.09,0.64,51.81,45235.44,13601.22,13407.2
01:30,7.25,86.7,0.09,0.05,205.5,45168.61,13524.62,13017.83
02:10,7.33,86.7,0.09,0.05,51.98,45144.3,13382.37,12838.55
02:10,7.52,86.6,0.09,0.1,26.95,45065.32,13342.25,12717.11
02:30,7.5,86.5,0.09,0.1,52.65,45028.86,13280.24,12676.63
03:10,7.48,86.3,0.09,0.1,56.18,45004.56,13240.12,12427.95
03:10,7.47,86.3,0.09,0.1,0.12,44876.96,13167.17,12213.98
03:30,7.36,86.3,0.09,0.05,58.79,44804.05,13028.57,12098.31
04:10,7.44,86.2,0.09,2.71,0.1,44694.68,12948.33,12005.78
04:50,7.32,86.1,0.09,0.09,11.56,44615.7,12864.44,11959.52
05:20,7.16,86.2,0.09,0.05,205.5,44524.56,12751.37,11809.16
05:50,7.23,86.5,0.09,0.05,205.6,44451.65,12671.12,11687.71
06:50,7.27,86.7,0.09,0.09,0.12,44360.51,12536.17,11479.52
07:50,7.23,86.7,0.09,543.4,205.7,44190.38,12397.57,11410.12
09:50,7.24,86.7,0.09,551.6,581.6,44135.7,11930.7,11323.37
12:50,7.27,86.7,0.09,558.4,599.6,44275.44,12029.18,11329.16
14:50,7.23,86.7,0.09,572.2,610.8,44330.13,12342.86,11352.29
14:50,7.22,86.9,0.09,582.3,615.8,44396.96,12532.52,11404.34
16:50,7.06,87.7,0.09,603.7,619.9,44457.72,12598.18,11421.69
18:50,6.9,88.4,0.09,645.0,623.5,44500.25,12645.59,11491.08
18:50,6.99,88.6,0.09,621.3,622.5,44524.56,12820.67,11606.83
20:50,6.53,88.9,0.09,611.5,622.2,44609.62,12853.5,11809.16
20:50,6.45,89.5,0.09,590.0,619.3,44712.91,12988.45,12000.0
22:50,5.48,89.7,0.09,574.5,613.5,44828.35,13043.16,12063.61
22:50,5.68,88.9,0.09,560.7,602.1,44852.66,13090.58,12202.41
23:10,6.05,88.7,0.09,555.1,594.8,44913.42,13170.82,12254.46
23:30,5.54,88.6,0.09,548.6,572.6,44919.49,13203.65,12352.77
23:30,5.1,88.5,0.09,304.7,0.14,44883.04,13200.0,12451.08
00:10,5.04,88.4,0.09,0.09,0.1,44919.49,13218.24,12560.96
00:30,4.9,88.8,0.09,1.17,0.12,44949.87,13203.65,12560.96
01:10,4.78,88.8,0.09,1.16,57.6,44858.73,13090.58,12329.64
01:50,4.72,88.9,0.09,0.09,57.69,44773.67,12988.45,12086.75
02:20,4.7,89.1,0.09,0.09,205.7,44646.08,12893.62,11994.22
03:20,4.63,89.2,0.09,299.7,58.07,44591.39,12798.78,11843.86
04:20,4.79,89.4,0.09,0.14,329.7,44469.87,12627.36,11681.93
06:20,5.18,88.8,0.09,0.14,329.7,44384.81,12569.0,11560.52
07:30,5.64,88.8,0.09,0.88,206.3,43248.61,12423.1,11386.99
08:40,5.92,88.6,0.09,1.38,459.1,43285.06,12441.34,11415.9
10:40,6.37,88.4,0.09,549.6,580.1,44002.03,12627.36,11427.47
13:50,6.54,88.3,0.09,553.5,590.4,44081.01,12773.25,11491.08
15:00,7.14,87.4,0.09,555.8,596.4,44111.39,12795.14,11560.48
16:10,7.15,86.3,0.09,562.7,605.8,44202.53,12696.66,11531.57
16:10,6.93,85.7,0.09,555.6,596.2,44232.91,12703.95,11658.8
16:30,6.83,85.5,0.09,553.2,590.7,44214.68,12795.14,11664.58
17:20,7.1,85.1,0.09,548.9,577.6,44166.08,12820.67,11670.36
19:00,7.1,84.5,0.09,1.82,0.12,44111.39,12868.09,11705.06
19:40,7.06,84.0,0.09,0.13,0.1,44123.54,12911.85,11728.4
20:40,7.13,83.3,0.09,0.22,0.14,44225.08,12908.21,11733.98
20:40,7.07,81.6,0.09,0.28,0.12,44153.92,12941.03,11774.46
22:00,7.13,77.4,0.09,325.7,11.2,44096.95,12970.21,11762.89
23:40,7.03,77.6,0.09,0.28,11.21,44078.64,12977.51,11820.72
23:40,7.05,76.8,0.09,309.7,0.12,44056.71,12951.98,11763.14
23:40,7.22,76.6,0.09,311.9,0.09,44032.41,12802.43,11543.16
00:30,7.14,76.6,0.09,59.64,0.1,40538.73,12656.53,11346.51
00:50,6.92,76.6,0.09,0.19,0.14,35890.17,12609.12,11323.37
01:30,6.87,76.7,0.09,314.5,13.46,34213.67,12426.75,11259.76
02:30,7.05,76.5,0.09,0.15,0.09,23696.2,12164.13,11196.14
04:30,7.16,76.5,0.09,0.15,45.18,21966.1,11493.01,11068.92
04:30,6.88,76.6,0.09,0.05,44.76,22013.16,11857.75,11097.83
04:50,7.01,76.6,0.09,73.4,44.13,21970.63,11646.2,11028.43
05:10,7.14,76.5,0.09,0.12,0.14,21824.81,11347.11,10964.82
05:30,7.1,76.4,0.09,0.11,206.4,21812.66,11226.75,10883.86
06:10,7.16,76.2,0.09,71.9,0.1,21794.43,10942.25,10831.81
06:30,7.03,76.5,0.09,0.12,44.18,21776.2,10924.01,10791.33
07:30,7.17,76.3,0.09,71.1,206.9,21745.82,10847.42,10709.55
08:10,7.44,75.6,0.09,70.8,17.78,21709.37,10734.35,10588.92
09:30,7.46,75.6,0.09,546.7,0.12,21745.82,10759.88,10687.23
10:40,7.26,75.4,0.09,552.1,588.1,21770.13,10851.06,10710.36
12:50,7.51,74.8,0.09,557.4,599.2,21909.87,11055.32,10785.54
13:50,7.37,74.4,0.09,567.5,608.6,22049.62,11263.22,10842.69
15:20,7.35,75.1,0.09,581.7,616.6,22517.47,11314.29,10837.59
15:20,7.35,74.9,0.09,607.1,654.7,23301.27,11350.76,10883.22
15:50,7.36,75.1,0.09,637.0,679.1,25364.75,11522.19,10941.69
15:50,7.32,74.7,0.09,670.2,707.0,46092.15,11533.13,10941.69
16:10,7.31,74.8,0.09,679.1,715.0,13895.7,11474.77,10953.25
16:30,7.41,75.0,0.09,661.3,692.5,13920.0,11463.83,11005.3
16:30,7.53,74.3,0.09,638.6,681.8,13932.15,11715.5,11086.27
16:50,7.53,74.2,0.09,651.6,687.4,14090.13,11945.29,11080.48
17:10,7.54,75.0,0.09,666.8,689.6,14327.09,11606.08,11074.7
17:50,7.45,75.6,0.09,632.9,672.4,14557.97,11704.56,11144.1
19:00,7.05,76.2,0.09,609.2,655.7,14612.66,12007.29,11213.49
19:40,7.0,76.4,0.09,594.2,631.2,15013.67,12207.9,11248.19
19:40,6.98,76.5,0.09,582.6,618.3,15524.05,12426.75,11311.6
19:40,6.75,76.6,0.09,577.5,615.2,15663.8,12488.75,11311.81
20:20,6.73,76.6,0.09,564.5,606.5,15761.01,12503.34,11352.29
20:20,6.55,76.7,0.09,558.6,599.7,16070.89,12634.65,11398.55
21:20,6.67,76.8,0.09,554.8,594.0,16216.71,12671.12,11421.69
22:30,6.37,77.0,0.09,549.1,578.7,16010.13,12689.36,11439.04
23:40,6.0,77.1,0.09,76.5,48.19,16374.68,12806.08,11479.48
00:40,5.06,77.3,0.09,75.7,48.44,16514.43,12879.03,11548.94
00:40,5.58,77.0,0.09,0.11,17.38,16599.49,12941.03,11496.87
00:50,5.16,77.2,0.09,534.0,0.1,16860.76,12948.33,11404.34
00:50,4.9,79.0,0.09,534.3,0.14,16727.09,12919.15,11363.86
01:10,5.5,79.8,0.09,0.11,0.12,17055.19,12937.39,11340.72
01:10,6.16,79.9,0.09,63.67,0.09,17024.81,12937.39,11306.02
01:30,6.04,81.2,0.09,325.9,0.09,17383.29,12955.62,11265.54
01:50,6.39,81.2,0.09,0.25,17.25,17784.3,12926.44,11236.34
02:10,5.97,83.0,0.09,62.09,0.1,17395.44,12908.21,11225.06
02:40,6.38,82.9,0.09,325.6,48.67,17298.23,12889.97,11184.58
03:00,6.22,83.5,0.09,62.09,0.1,16763.54,12853.5,11138.31
03:20,5.97,83.6,0.09,0.05,50.59,16538.73,12674.77,11097.41
04:10,5.85,83.7,0.09,324.1,0.1,16392.91,12612.77,11045.78
04:10,5.94,83.8,0.09,0.05,0.08,16368.61,12579.94,11040.0
04:50,5.85,83.8,0.09,0.09,0.12,15846.08,12514.29,10999.52
05:00,5.84,83.8,0.09,0.05,48.84,15754.94,12554.41,10999.52
05:40,5.73,83.9,0.09,0.05,0.12,15572.66,12488.75,10912.77
06:00,5.03,84.1,0.09,60.89,0.1,15663.8,12401.22,10895.42
06:40,5.05,84.6,0.09,60.65,0.14,16131.65,12401.22,10860.06
07:00,5.14,84.4,0.09,320.9,17.2,15949.37,12091.19,10843.37
07:40,5.7,83.7,0.09,0.09,49.66,16107.34,11733.74,10773.23
09:00,6.56,83.5,0.09,547.3,49.94,16174.18,11576.9,10681.45
10:00,6.7,83.9,0.09,551.8,581.6,16398.99,11981.76,10750.07
11:40,6.71,84.0,0.09,557.6,598.3,16921.52,12058.36,10802.89
12:30,6.31,84.3,0.09,573.2,613.4,17310.38,12186.02,10865.85
14:20,6.73,84.2,0.09,582.8,619.1,17808.61,12390.27,10918.55
16:00,6.6,84.0,0.09,606.7,650.3,17516.96,12240.73,10953.25
17:20,6.73,83.9,0.09,634.9,673.8,17820.76,12423.1,11005.3
19:00,6.59,84.0,0.09,632.0,671.7,17832.91,12481.46,11126.75
19:00,6.85,84.2,0.09,613.2,659.1,17924.05,12623.71,11300.02
19:00,6.84,84.2,0.09,585.3,622.1,18045.57,12827.96,11664.58
19:00,5.12,84.8,0.09,579.8,615.8,18063.8,12984.8,12011.57
19:20,4.97,84.8,0.09,574.0,613.9,18075.95,13032.22,12092.53
20:00,4.81,84.9,0.09,562.5,605.1,18128.14,13010.33,12138.8
20:00,5.01,84.9,0.09,556.5,596.5,18161.01,13043.16,12312.29
20:00,4.87,84.9,0.09,553.6,591.5,18170.85,13006.69,12323.86
20:20,5.55,84.8,0.09,550.1,579.2,18189.15,13024.92,12410.6
20:50,5.56,84.7,0.09,543.1,0.14,18476.96,13057.75,12404.82
21:50,5.35,84.6,0.09,0.09,16.08,18890.13,13090.58,12549.4
22:10,4.75,84.7,0.09,0.09,0.12,18519.49,13207.29,12746.02
22:50,4.51,84.7,0.09,65.17,0.12,18652.88,13265.65,12971.57
00:20,4.45,84.7,0.09,0.09,0.07,18987.34,13313.07,13058.31
01:50,4.13,84.8,0.09,295.5,0.1,18975.19,13345.9,12988.92
03:50,4.06,85.0,0.09,0.09,0.1,18944.81,13272.95,12769.16
03:50,4.25,84.8,0.09,0.09,0.11,18567.46,13258.36,12718.31
04:10,4.24,84.8,0.09,0.09,0.1,18385.82,13240.12,12677.79
05:10,4.16,84.7,0.09,88.0,0.12,18167.09,13218.24,12641.93
07:10,3.96,84.7,0.09,93.2,0.12,18317.29,13229.18,12636.14
07:30,3.87,84.7,0.09,306.7,0.11,18933.56,13251.06,12381.69
08:10,3.78,84.9,0.09,0.1,0.12,18902.28,13210.94,12069.4
08:50,3.79,84.8,0.09,0.1,0.11,18908.35,13254.71,12035.22
09:30,3.58,85.0,0.09,548.4,575.0,19005.57,13251.06,12190.84
10:50,4.23,84.6,0.09,552.8,589.3,19011.65,13269.3,12254.46
11:50,4.02,84.5,0.09,557.6,596.8,19023.8,13302.13,12294.94
13:30,4.92,83.5,0.09,565.0,608.5,19078.48,13316.72,12294.94
15:00,4.92,83.1,0.09,581.4,614.7,19141.02,13283.89,12323.86
16:00,4.49,83.1,0.09,585.2,619.7,19175.7,13272.95,12358.55
17:30,4.21,83.2,0.09,609.4,626.6,19200.0,13272.95,12555.18
18:50,4.66,83.3,0.09,626.3,629.6,19224.3,13327.66,12613.01
20:10,4.54,81.1,0.09,613.8,625.7,19224.3,13364.13,12757.59
22:30,4.35,81.6,0.09,591.0,620.9,19230.38,13458.97,12984.6
02:20,4.8,78.5,0.09,580.3,614.2,19746.84,13568.39,13353.25
02:20,4.9,78.9,0.09,564.7,607.5,20087.09,13593.92,13422.65
02:40,5.06,79.8,0.09,559.4,601.7,19837.97,13572.04,13249.16
02:40,4.74,81.5,0.09,554.0,591.8,19831.9,13557.45,13162.41
03:00,4.58,82.1,0.09,549.5,575.7,19831.9,13561.09,13017.83
03:40,4.38,83.2,0.09,88.8,210.6,19989.87,13572.04,13052.53
03:80,3.25,83.8,0.09,0.05,16.84,19898.73,13575.68,13052.53
03:80,3.56,83.9,0.09,0.1,17.0,19740.76,13586.63,13006.27
03:95,3.44,84.6,0.09,0.1,0.11,19588.86,13586.63,12977.35
03:95,3.63,84.5,0.09,0.1,0.11,19576.71,13582.98,12977.35
03:95,3.54,84.6,0.09,0.05,0.14,19576.71,13579.33,12942.65
03:95,3.78,84.1,0.09,0.05,20.51,19570.63,13582.98,12942.65
03:95,3.92,84.2,0.09,328.2,36.75,19546.33,13579.33,12926.71
03:95,3.84,84.0,0.09,0.05,47.19,19522.03,13575.68,12896.39
03:95,3.66,84.5,0.09,0.05,45.9,19479.49,13575.68,12886.19
03:95,3.68,84.4,0.09,97.2,47.6,19594.94,13593.92,12861.69
03:96,3.78,84.3,0.09,0.05,47.67,19443.04,13579.33,12873.25
03:96,3.71,84.5,0.09,0.05,36.47,19430.89,13582.98,12961.45
03:96,3.64,84.6,0.09,0.05,36.68,19594.94,13582.98,12954.22
03:97,3.95,84.0,0.09,97.1,0.12,19418.73,13593.92,12965.78
03:98,3.94,83.8,0.09,0.1,0.14,19360.68,13579.33,12954.22
03:10,4.06,83.7,0.09,95.7,0.12,19321.52,13593.92,12965.78
03:12,3.97,83.6,0.09,0.1,48.47,19728.61,13572.04,12861.69
03:14,3.99,83.6,0.09,83.3,0.11,19935.19,13572.04,12803.86
03:16,4.17,83.4,0.09,0.1,35.36,20050.17,13553.8,12792.29
03:18,4.04,83.5,0.09,353.9,0.11,20087.09,13542.86,12838.55
03:21,4.36,83.5,0.09,0.05,0.12,19971.65,13524.62,12826.99
03:25,4.3,83.7,0.09,0.05,206.9,19983.8,13546.5,12792.29
03:43,4.51,83.7,0.09,0.05,33.24,19661.77,13513.68,12770.41
03:52,4.52,83.7,0.09,0.05,32.93,19692.15,13473.56,12693.98
04:13,4.29,84.3,0.09,0.05,0.12,19677.97,13473.56,12682.41
04:33,4.31,84.3,0.09,81.9,0.12,19989.87,13448.02,12682.41
04:53,4.45,84.3,0.09,0.1,35.2,19783.29,13480.85,12607.23
05:10,4.72,83.9,0.09,0.05,0.14,20032.41,13484.5,12543.61
05:40,4.72,84.0,0.09,0.05,34.73,20014.18,13407.9,12365.19
06:00,4.34,84.4,0.09,0.1,0.13,19746.84,13356.84,12248.67
06:40,4.38,84.6,0.09,0.05,34.37,20056.71,13305.78,12144.58
07:30,4.48,84.6,0.09,349.0,33.94,19989.87,13229.18,11884.34
08:10,4.77,84.0,0.09,0.1,45.15,19613.16,13178.12,11502.65
09:30,4.71,84.0,0.09,349.9,33.17,19303.29,13137.99,11398.43
11:50,4.58,84.0,0.09,548.0,207.1,19637.47,13203.65,11421.69
11:50,4.62,83.9,0.09,550.5,581.2,20087.09,13214.59,11514.22
12:50,4.97,83.7,0.09,555.1,595.8,20093.16,13225.53,11548.92
13:40,5.45,83.6,0.09,559.7,601.9,20129.62,13225.53,11624.1
15:20,5.24,83.7,0.09,572.1,610.1,20220.76,13232.83,11728.19
16:30,6.0,83.7,0.09,581.9,616.7,20226.84,13236.47,11809.16
16:30,6.52,83.0,0.09,606.5,648.0,20372.66,13269.3,11901.69
16:50,6.78,82.3,0.09,621.8,671.2,20421.27,13251.06,11959.52
16:50,6.89,81.8,0.09,614.2,664.0,20433.42,13221.88,11971.08
17:10,6.89,82.8,0.09,609.5,653.1,20513.9,13229.18,11994.22
17:30,6.93,83.0,0.09,605.6,650.0,20530.63,13218.24,12023.64
18:10,6.94,82.6,0.09,584.4,621.0,20676.46,13243.77,12040.48
18:10,6.84,82.8,0.09,574.5,614.1,20785.82,13240.12,12144.58
18:50,6.89,82.8,0.09,569.2,609.9,20870.89,13269.3,12283.37
19:30,7.0,81.9,0.09,561.0,603.3,20986.33,13272.95,12341.2
20:00,6.96,81.8,0.09,555.6,595.9,21113.92,13334.95,12456.87
20:00,6.76,82.7,0.09,550.4,580.6,21107.85,13331.31,12532.05
20:40,6.45,83.4,0.09,360.7,31.91,21162.53,13327.66,12526.27
21:00,6.0,83.5,0.09,87.2,0.12,20980.25,13316.72,12526.27
21:40,5.36,83.6,0.09,0.1,0.1,20810.13,13334.95,12404.82
22:30,4.92,83.8,0.09,0.05,0.13,20773.67,13338.6,12213.98
23:30,5.03,83.8,0.09,0.11,56.8,20597.47,13313.07,12052.05
23:50,5.08,83.9,0.09,357.7,0.12,20390.89,13265.65,11994.22
23:50,5.22,83.9,0.09,59.95,0.12,20299.75,13196.35,11739.76
0.01,5.08,84.2,0.09,0.1,35.93,20220.76,13057.75,11757.11
0.21,5.34,84.0,0.09,0.1,36.53,20166.08,13032.22,11635.66
0.46,5.01,84.3,0.09,0.1,36.63,20147.85,12973.86,11658.8
0.82,4.87,84.4,0.09,0.05,36.73,20172.15,12926.44,11676.14
2.16,5.2,83.8,0.09,334.2,0.09,20129.62,12919.15,11647.23
2.86,5.12,83.9,0.09,0.1,60.4,20129.62,12871.73,11525.78
4.09,4.58,84.5,0.09,337.2,33.38,20117.47,12857.14,11467.9
4.09,5.52,83.9,0.09,332.3,0.09,20117.47,12831.61,11433.25
4.62,5.07,84.6,0.09,31.44,0.08,20135.7,12703.95,11415.9
4.76,5.47,84.4,0.09,0.1,59.87,20141.77,12674.77,11398.55
5.35,5.29,84.6,0.09,38.59,0.1,20166.08,12711.25,11386.99
5.72,5.59,84.6,0.09,0.09,207.5,20172.15,12817.02,10039.52
6.61,5.02,84.6,0.09,0.09,0.08,20178.23,12860.79,11381.2
7.03,5.41,84.1,0.09,539.9,0.11,20202.53,12919.15,11369.64
7.9,5.98,83.9,0.09,329.4,35.2,20214.68,12922.8,11415.9
8.62,6.14,83.9,0.09,0.09,0.08,20257.22,12981.16,11450.6
9.3,5.42,84.1,0.09,332.7,33.02,20275.44,13013.98,11473.73
10.34,5.19,84.4,0.09,337.4,0.13,20311.9,13116.11,11502.65
11.58,6.54,83.5,0.09,0.09,0.1,20378.73,13156.23,11560.52
12.46,6.49,83.3,0.09,36.78,0.1,20390.89,13094.22,11525.78
