Date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
2015-02-04 18:23,22.67,27.43,0.0,664.5,0.0,0
2015-02-04 18:24,22.7,27.6,0.0,670.0,0.0,0
2015-02-04 18:26,22.6,27.43,0.0,670.33,0.0,0
2015-02-04 18:27,22.6,27.39,0.0,672.0,0.0,0
2015-02-04 18:28,22.6,27.36,0.0,658.0,0.0,0
2015-02-04 18:29,22.6,27.44,0.0,660.5,0.0,0
2015-02-04 18:29,22.6,27.43,0.0,658.0,0.0,0
2015-02-04 18:30,22.6,27.44,0.0,655.0,0.0,0
2015-02-04 18:32,22.6,27.44,0.0,654.25,0.0,0
2015-02-04 18:33,22.6,27.39,0.0,648.0,0.0,0
2015-02-04 18:34,22.5,27.32,0.0,648.67,0.0,0
2015-02-04 18:35,22.5,27.44,0.0,646.0,0.0,0
2015-02-04 18:36,22.5,27.5,0.0,646.0,0.0,0
2015-02-04 18:36,22.5,27.44,0.0,641.5,0.0,0
2015-02-04 18:38,22.39,27.29,0.0,639.0,0.0,0
2015-02-04 18:39,22.5,27.5,0.0,640.0,0.0,0
2015-02-04 18:40,22.39,27.34,0.0,630.5,0.0,0
2015-02-04 18:40,22.39,27.36,0.0,629.33,0.0,0
2015-02-04 18:42,22.39,27.5,0.0,632.0,0.0,0
2015-02-04 18:42,22.39,27.5,0.0,636.5,0.0,0
2015-02-04 18:43,22.39,27.5,0.0,627.5,0.0,0
2015-02-04 18:45,22.39,27.39,0.0,626.0,0.0,0
2015-02-04 18:46,22.39,27.5,0.0,625.5,0.0,0
2015-02-04 18:47,22.34,27.39,0.0,623.5,0.0,0
2015-02-04 18:48,22.39,27.46,0.0,624.67,0.0,0
2015-02-04 18:49,22.39,27.39,0.0,622.0,0.0,0
2015-02-04 18:49,22.29,27.39,0.0,621.0,0.0,0
2015-02-04 18:51,22.34,27.39,0.0,626.5,0.0,0
2015-02-04 18:52,22.29,27.39,0.0,622.0,0.0,0
2015-02-04 18:53,22.39,27.39,0.0,620.0,0.0,0
2015-02-04 18:53,22.29,27.39,0.0,621.5,0.0,0
2015-02-04 18:55,22.29,27.36,0.0,616.33,0.0,0
2015-02-04 18:55,22.29,27.34,0.0,609.0,0.0,0
2015-02-04 18:56,22.29,27.39,0.0,614.0,0.0,0
2015-02-04 18:58,22.29,27.34,0.0,613.5,0.0,0
2015-02-04 18:59,22.29,27.34,0.0,611.0,0.0,0
2015-02-04 19:00,22.29,27.39,0.0,612.0,0.0,0
2015-02-04 19:01,22.29,27.29,0.0,608.0,0.0,0
2015-02-04 19:01,22.29,27.29,0.0,605.5,0.0,0
2015-02-04 19:02,22.27,27.32,0.0,608.5,0.0,0
2015-02-04 19:04,22.2,27.29,0.0,608.5,0.0,0
2015-02-04 19:05,22.24,27.29,0.0,602.5,0.0,0
2015-02-04 19:06,22.2,27.29,0.0,598.0,0.0,0
2015-02-04 19:07,22.2,27.29,0.0,595.0,0.0,0
2015-02-04 19:08,22.2,27.29,0.0,591.0,0.0,0
2015-02-04 19:08,22.24,27.24,0.0,591.0,0.0,0
2015-02-04 19:09,22.2,27.2,0.0,595.0,0.0,0
2015-02-04 19:11,22.2,27.29,0.0,594.33,0.0,0
2015-02-04 19:12,22.2,27.29,0.0,593.5,0.0,0
2015-02-04 19:13,22.2,27.29,0.0,592.0,0.0,0
2015-02-04 19:14,22.15,27.24,0.0,586.5,0.0,0
2015-02-04 19:14,22.2,27.2,0.0,586.0,0.0,0
2015-02-04 19:15,22.15,27.24,0.0,586.0,0.0,0
2015-02-04 19:17,22.2,27.24,0.0,584.5,0.0,0
2015-02-04 19:18,22.1,27.24,0.0,584.5,0.0,0
2015-02-04 19:19,22.1,27.2,0.0,585.5,0.0,0
2015-02-04 19:20,22.13,27.2,0.0,584.67,0.0,0
2015-02-04 19:21,22.2,27.2,0.0,577.0,0.0,0
2015-02-04 19:21,22.1,27.2,0.0,580.0,0.0,0
2015-02-04 19:23,22.12,27.2,0.0,582.0,0.0,0
2015-02-04 19:24,22.2,27.2,0.0,580.0,0.0,0
2015-02-04 19:25,22.1,27.15,0.0,578.0,0.0,0
2015-02-04 19:25,22.1,27.2,0.0,576.5,0.0,0
2015-02-04 19:27,22.1,27.2,0.0,580.0,0.0,0
2015-02-04 19:27,22.1,27.2,0.0,572.5,0.0,0
2015-02-04 19:28,22.1,27.2,0.0,567.0,0.0,0
2015-02-04 19:30,22.1,27.2,0.0,568.0,0.0,0
2015-02-04 19:31,22.1,27.2,0.0,574.5,0.0,0
2015-02-04 19:32,22.1,27.2,0.0,564.33,0.0,0
2015-02-04 19:33,22.1,27.2,0.0,563.0,0.0,0
2015-02-04 19:34,22.1,27.15,0.0,564.5,0.0,0
2015-02-04 19:34,22.07,27.17,0.0,566.33,0.0,0
2015-02-04 19:36,22.1,27.1,0.0,562.0,0.0,0
2015-02-04 19:37,22.0,27.1,0.0,565.5,0.0,0
2015-02-04 19:38,22.0,27.1,0.0,570.0,0.0,0
2015-02-04 19:38,22.05,27.15,0.0,562.0,0.0,0
2015-02-04 19:40,22.0,27.1,0.0,560.0,0.0,0
2015-02-04 19:40,22.0,27.1,0.0,558.0,0.0,0
2015-02-04 19:41,22.0,27.1,0.0,556.0,0.0,0
2015-02-04 19:43,22.0,27.1,0.0,557.0,0.0,0
2015-02-04 19:44,21.92,27.1,0.0,556.5,0.0,0
2015-02-04 19:45,21.94,27.1,0.0,557.5,0.0,0
2015-02-04 19:46,21.93,27.1,0.0,555.0,0.0,0
2015-02-04 19:46,21.89,27.1,0.0,555.0,0.0,0
2015-02-04 19:47,21.89,27.1,0.0,553.0,0.0,0
2015-02-04 19:49,21.89,27.1,0.0,549.5,0.0,0
2015-02-04 19:50,21.89,27.1,0.0,548.5,0.0,0
2015-02-04 19:51,21.89,27.1,0.0,551.5,0.0,0
2015-02-04 19:52,21.89,27.1,0.0,548.5,0.0,0
2015-02-04 19:53,21.89,27.1,0.0,548.0,0.0,0
2015-02-04 19:53,21.89,27.1,0.0,547.5,0.0,0
2015-02-04 19:54,21.89,27.1,0.0,553.0,0.0,0
2015-02-04 19:56,21.84,27.1,0.0,547.5,0.0,0
2015-02-04 19:57,21.86,27.1,0.0,548.67,0.0,0
2015-02-04 19:58,21.79,27.1,0.0,540.0,0.0,0
2015-02-04 19:59,21.79,27.1,0.0,538.0,0.0,0
2015-02-04 19:59,21.79,27.1,0.0,542.0,0.0,0
2015-02-04 20:00,21.79,27.1,0.0,542.0,0.0,0
2015-02-04 20:02,21.79,27.1,0.0,538.0,0.0,0
2015-02-04 20:03,21.79,27.1,0.0,537.67,0.0,0
2015-02-04 20:04,21.79,27.1,0.0,537.5,0.0,0
2015-02-04 20:05,21.79,27.1,0.0,536.0,0.0,0
2015-02-04 20:06,21.74,27.1,0.0,534.5,0.0,0
2015-02-04 20:06,21.7,27.1,0.0,532.5,0.0,0
2015-02-04 20:08,21.76,27.1,0.0,530.0,0.0,0
2015-02-04 20:09,21.74,27.05,0.0,529.5,0.0,0
2015-02-04 20:10,21.79,27.05,0.0,531.0,0.0,0
2015-02-04 20:10,21.73,27.0,0.0,533.33,0.0,0
2015-02-04 20:12,21.74,27.0,0.0,531.0,0.0,0
2015-02-04 20:12,21.74,27.0,0.0,529.0,0.0,0
2015-02-04 20:13,21.74,27.0,0.0,528.5,0.0,0
2015-02-04 20:15,21.7,27.0,0.0,525.0,0.0,0
2015-02-04 20:16,21.7,27.0,0.0,528.5,0.0,0
2015-02-04 20:17,21.7,27.0,0.0,530.5,0.0,0
2015-02-04 20:18,21.7,26.89,0.0,528.0,0.0,0
2015-02-04 20:19,21.7,26.89,0.0,526.0,0.0,0
2015-02-04 20:19,21.7,26.89,0.0,530.0,0.0,0
2015-02-04 20:21,21.7,26.89,0.0,533.33,0.0,0
2015-02-04 20:22,21.7,26.89,0.0,529.0,0.0,0
2015-02-04 20:23,21.7,26.89,0.0,528.0,0.0,0
2015-02-04 20:23,21.7,26.89,0.0,526.0,0.0,0
2015-02-04 20:25,21.7,26.89,0.0,526.0,0.0,0
2015-02-04 20:25,21.7,26.79,0.0,521.0,0.0,0
2015-02-04 20:26,21.7,26.79,0.0,518.0,0.0,0
2015-02-04 20:28,21.7,26.79,0.0,515.5,0.0,0
2015-02-04 20:29,21.7,26.79,0.0,520.0,0.0,0
2015-02-04 20:30,21.7,26.77,0.0,523.5,0.0,0
2015-02-04 20:31,21.7,26.79,0.0,525.5,0.0,0
2015-02-04 20:31,21.7,26.79,0.0,525.5,0.0,0
2015-02-04 20:32,21.7,26.79,0.0,514.0,0.0,0
2015-02-04 20:34,21.7,26.7,0.0,518.0,0.0,0
2015-02-04 20:35,21.7,26.7,0.0,518.0,0.0,0
2015-02-04 20:36,21.7,26.7,0.0,520.0,0.0,0
2015-02-04 20:37,21.6,26.7,0.0,521.0,0.0,0
2015-02-04 20:38,21.6,26.6,0.0,518.0,0.0,0
2015-02-04 20:38,21.6,26.65,0.0,517.0,0.0,0
2015-02-04 20:39,21.6,26.6,0.0,511.5,0.0,0
2015-02-04 20:41,21.65,26.65,0.0,514.0,0.0,0
2015-02-04 20:42,21.6,26.55,0.0,515.5,0.0,0
2015-02-04 20:43,21.6,26.5,0.0,517.0,0.0,0
2015-02-04 20:44,21.6,26.5,0.0,515.0,0.0,0
2015-02-04 20:44,21.6,26.5,0.0,512.0,0.0,0
2015-02-04 20:45,21.6,26.5,0.0,515.0,0.0,0
2015-02-04 20:47,21.65,26.55,0.0,511.0,0.0,0
2015-02-04 20:48,21.6,26.5,0.0,514.0,0.0,0
2015-02-04 20:49,21.6,26.44,0.0,508.0,0.0,0
2015-02-04 20:50,21.6,26.47,0.0,509.75,0.0,0
2015-02-04 20:51,21.6,26.44,0.0,508.75,0.0,0
2015-02-04 20:51,21.6,26.44,0.0,508.5,0.0,0
2015-02-04 20:53,21.6,26.39,0.0,507.0,0.0,0
2015-02-04 20:54,21.6,26.39,0.0,507.0,0.0,0
2015-02-04 20:55,21.6,26.39,0.0,503.5,0.0,0
2015-02-04 20:55,21.6,26.39,0.0,504.0,0.0,0
2015-02-04 20:57,21.6,26.39,0.0,504.0,0.0,0
2015-02-04 20:57,21.58,26.32,0.0,500.5,0.0,0
2015-02-04 20:58,21.6,26.29,0.0,500.0,0.0,0
2015-02-04 21:00,21.6,26.29,0.0,503.5,0.0,0
2015-02-04 21:01,21.55,26.24,0.0,503.0,0.0,0
2015-02-04 21:02,21.55,26.24,0.0,502.5,0.0,0
2015-02-04 21:03,21.5,26.2,0.0,502.0,0.0,0
2015-02-04 21:04,21.57,26.2,0.0,502.0,0.0,0
2015-02-04 21:04,21.5,26.2,0.0,502.5,0.0,0
2015-02-04 21:06,21.5,26.2,0.0,497.0,0.0,0
2015-02-04 21:07,21.5,26.15,0.0,501.5,0.0,0
2015-02-04 21:08,21.5,26.15,0.0,504.0,0.0,0
2015-02-04 21:08,21.5,26.1,0.0,501.0,0.0,0
2015-02-04 21:10,21.5,26.1,0.0,493.75,0.0,0
2015-02-04 21:10,21.5,26.1,0.0,500.0,0.0,0
2015-02-04 21:11,21.5,26.1,0.0,504.5,0.0,0
2015-02-04 21:13,21.5,26.05,0.0,504.0,0.0,0
2015-02-04 21:14,21.5,26.1,0.0,501.0,0.0,0
2015-02-04 21:15,21.5,26.0,0.0,499.0,0.0,0
2015-02-04 21:16,21.5,26.0,0.0,502.0,0.0,0
2015-02-04 21:16,21.5,26.0,0.0,503.5,0.0,0
2015-02-04 21:17,21.5,26.0,0.0,500.67,0.0,0
2015-02-04 21:19,21.5,26.0,0.0,493.0,0.0,0
2015-02-04 21:20,21.5,26.0,0.0,492.5,0.0,0
2015-02-04 21:21,21.5,26.0,0.0,493.0,0.0,0
2015-02-04 21:22,21.5,25.89,0.0,495.5,0.0,0
2015-02-04 21:23,21.5,26.0,0.0,492.67,0.0,0
2015-02-04 21:23,21.5,26.0,0.0,490.0,0.0,0
2015-02-04 21:24,21.5,25.93,0.0,493.0,0.0,0
2015-02-04 21:26,21.5,25.89,0.0,494.67,0.0,0
2015-02-04 21:27,21.5,25.89,0.0,496.0,0.0,0
2015-02-04 21:28,21.5,25.89,0.0,491.0,0.0,0
2015-02-04 21:29,21.5,25.84,0.0,490.5,0.0,0
2015-02-04 21:29,21.5,25.84,0.0,490.0,0.0,0
2015-02-04 21:30,21.5,25.89,0.0,491.0,0.0,0
2015-02-04 21:32,21.5,25.89,0.0,491.67,0.0,0
2015-02-04 21:33,21.5,25.89,0.0,493.5,0.0,0
2015-02-04 21:34,21.47,25.86,0.0,493.75,0.0,0
2015-02-04 21:35,21.5,25.84,0.0,490.0,0.0,0
2015-02-04 21:36,21.5,25.79,0.0,488.0,0.0,0
2015-02-04 21:36,21.5,25.79,0.0,490.0,0.0,0
2015-02-04 21:38,21.5,25.79,0.0,487.0,0.0,0
2015-02-04 21:39,21.44,25.74,0.0,492.5,0.0,0
2015-02-04 21:40,21.44,25.74,0.0,493.5,0.0,0
2015-02-04 21:40,21.46,25.76,0.0,493.33,0.0,0
2015-02-04 21:42,21.44,25.74,0.0,488.0,0.0,0
2015-02-04 21:42,21.5,25.79,0.0,487.5,0.0,0
2015-02-04 21:43,21.43,25.73,0.0,485.33,0.0,0
2015-02-04 21:45,21.39,25.7,0.0,484.0,0.0,0
2015-02-04 21:46,21.39,25.7,0.0,489.0,0.0,0
2015-02-04 21:47,21.44,25.74,0.0,488.0,0.0,0
2015-02-04 21:48,21.5,25.79,0.0,493.0,0.0,0
2015-02-04 21:49,21.39,25.7,0.0,491.0,0.0,0
2015-02-04 21:49,21.44,25.74,0.0,488.0,0.0,0
2015-02-04 21:51,21.44,25.74,0.0,487.25,0.0,0
2015-02-04 21:52,21.39,25.7,0.0,489.0,0.0,0
2015-02-04 21:53,21.5,25.79,0.0,489.0,0.0,0
2015-02-04 21:53,21.39,25.7,0.0,486.0,0.0,0
2015-02-04 21:55,21.43,25.73,0.0,484.67,0.0,0
2015-02-04 21:55,21.39,25.7,0.0,485.0,0.0,0
2015-02-04 21:56,21.39,25.7,0.0,487.0,0.0,0
2015-02-04 21:58,21.39,25.7,0.0,492.0,0.0,0
2015-02-04 21:59,21.39,25.7,0.0,490.67,0.0,0
2015-02-04 22:00,21.39,25.7,0.0,488.0,0.0,0
2015-02-04 22:01,21.39,25.7,0.0,485.5,0.0,0
2015-02-04 22:01,21.39,25.7,0.0,486.0,0.0,0
2015-02-04 22:02,21.39,25.7,0.0,485.5,0.0,0
2015-02-04 22:04,21.39,25.7,0.0,486.0,0.0,0
2015-02-04 22:05,21.39,25.7,0.0,480.0,0.0,0
2015-02-04 22:06,21.39,25.7,0.0,481.0,0.0,0
2015-02-04 22:07,21.39,25.7,0.0,481.67,0.0,0
2015-02-04 22:08,21.39,25.7,0.0,485.5,0.0,0
2015-02-04 22:08,21.39,25.7,0.0,485.0,0.0,0
2015-02-04 22:09,21.39,25.7,0.0,473.0,0.0,0
2015-02-04 22:11,21.39,25.7,0.0,475.0,0.0,0
2015-02-04 22:12,21.39,25.7,0.0,486.0,0.0,0
2015-02-04 22:13,21.39,25.7,0.0,481.5,0.0,0
2015-02-04 22:14,21.39,25.7,0.0,483.0,0.0,0
2015-02-04 22:14,21.39,25.7,0.0,479.0,0.0,0
2015-02-04 22:15,21.39,25.7,0.0,479.0,0.0,0
2015-02-04 22:17,21.39,25.7,0.0,479.0,0.0,0
2015-02-04 22:18,21.34,25.7,0.0,479.0,0.0,0
2015-02-04 22:19,21.39,25.7,0.0,479.0,0.0,0
2015-02-04 22:20,21.39,25.7,0.0,477.0,0.0,0
2015-02-04 22:21,21.39,25.7,0.0,477.5,0.0,0
2015-02-04 22:21,21.29,25.7,0.0,477.5,0.0,0
2015-02-04 22:23,21.34,25.7,0.0,480.0,0.0,0
2015-02-04 22:24,21.29,25.7,0.0,480.0,0.0,0
2015-02-04 22:25,21.34,25.7,0.0,482.0,0.0,0
2015-02-04 22:25,21.32,25.7,0.0,480.33,0.0,0
2015-02-04 22:27,21.34,25.7,0.0,477.5,0.0,0
2015-02-04 22:27,21.29,25.7,0.0,476.0,0.0,0
2015-02-04 22:28,21.39,25.7,0.0,479.0,0.0,0
2015-02-04 22:30,21.39,25.7,0.0,471.0,0.0,0
2015-02-04 22:31,21.29,25.7,0.0,474.0,0.0,0
2015-02-04 22:32,21.29,25.7,0.0,477.5,0.0,0
2015-02-04 22:33,21.34,25.7,0.0,476.0,0.0,0
2015-02-04 22:34,21.29,25.7,0.0,474.25,0.0,0
2015-02-04 22:34,21.39,25.7,0.0,475.0,0.0,0
2015-02-04 22:36,21.29,25.7,0.0,476.5,0.0,0
2015-02-04 22:37,21.34,25.7,0.0,474.5,0.0,0
2015-02-04 22:38,21.29,25.7,0.0,478.0,0.0,0
2015-02-04 22:38,21.29,25.7,0.0,475.33,0.0,0
2015-02-04 22:40,21.29,25.7,0.0,477.0,0.0,0
2015-02-04 22:40,21.29,25.7,0.0,475.5,0.0,0
2015-02-04 22:41,21.29,25.7,0.0,477.5,0.0,0
2015-02-04 22:43,21.29,25.7,0.0,477.5,0.0,0
2015-02-04 22:44,21.29,25.7,0.0,478.0,0.0,0
2015-02-04 22:45,21.29,25.7,0.0,473.5,0.0,0
2015-02-04 22:46,21.29,25.7,0.0,472.5,0.0,0
2015-02-04 22:46,21.29,25.7,0.0,472.0,0.0,0
2015-02-04 22:47,21.29,25.7,0.0,469.5,0.0,0
2015-02-04 22:49,21.29,25.7,0.0,466.67,0.0,0
2015-02-04 22:50,21.29,25.7,0.0,467.0,0.0,0
2015-02-04 22:51,21.29,25.7,0.0,469.5,0.0,0
2015-02-04 22:52,21.2,25.6,0.0,469.0,0.0,0
2015-02-04 22:53,21.29,25.7,0.0,471.0,0.0,0
2015-02-04 22:53,21.29,25.7,0.0,469.0,0.0,0
2015-02-04 22:54,21.26,25.67,0.0,467.33,0.0,0
2015-02-04 22:56,21.24,25.65,0.0,471.5,0.0,0
2015-02-04 22:57,21.23,25.63,0.0,471.67,0.0,0
2015-02-04 22:58,21.29,25.7,0.0,475.0,0.0,0
2015-02-04 22:59,21.2,25.6,0.0,471.0,0.0,0
2015-02-04 22:59,21.2,25.6,0.0,471.0,0.0,0
2015-02-04 23:00,21.24,25.65,0.0,471.0,0.0,0
2015-02-04 23:02,21.24,25.65,0.0,474.5,0.0,0
2015-02-04 23:03,21.2,25.6,0.0,475.5,0.0,0
2015-02-04 23:04,21.2,25.6,0.0,474.0,0.0,0
2015-02-04 23:05,21.2,25.6,0.0,469.0,0.0,0
2015-02-04 23:06,21.2,25.6,0.0,474.0,0.0,0
2015-02-04 23:06,21.2,25.6,0.0,474.0,0.0,0
2015-02-04 23:08,21.2,25.6,0.0,468.5,0.0,0
2015-02-04 23:09,21.2,25.6,0.0,469.5,0.0,0
2015-02-04 23:10,21.2,25.6,0.0,472.5,0.0,0
2015-02-04 23:10,21.2,25.6,0.0,467.5,0.0,0
2015-02-04 23:12,21.2,25.6,0.0,469.0,0.0,0
2015-02-04 23:12,21.2,25.55,0.0,466.5,0.0,0
2015-02-04 23:13,21.2,25.5,0.0,469.5,0.0,0
2015-02-04 23:15,21.2,25.5,0.0,469.0,0.0,0
2015-02-04 23:16,21.2,25.5,0.0,467.0,0.0,0
2015-02-04 23:17,21.2,25.5,0.0,467.33,0.0,0
2015-02-04 23:18,21.2,25.5,0.0,467.0,0.0,0
2015-02-04 23:19,21.2,25.5,0.0,464.5,0.0,0
2015-02-04 23:19,21.2,25.44,0.0,466.0,0.0,0
2015-02-04 23:21,21.2,25.5,0.0,473.0,0.0,0
2015-02-04 23:22,21.2,25.39,0.0,475.0,0.0,0
2015-02-04 23:23,21.2,25.39,0.0,471.0,0.0,0
2015-02-04 23:23,21.2,25.39,0.0,470.0,0.0,0
2015-02-04 23:25,21.2,25.39,0.0,466.25,0.0,0
2015-02-04 23:25,21.2,25.39,0.0,467.0,0.0,0
2015-02-04 23:26,21.2,25.39,0.0,473.0,0.0,0
2015-02-04 23:28,21.2,25.39,0.0,468.0,0.0,0
2015-02-04 23:29,21.2,25.39,0.0,463.0,0.0,0
2015-02-04 23:30,21.2,25.39,0.0,466.0,0.0,0
2015-02-04 23:31,21.2,25.39,0.0,467.0,0.0,0
2015-02-04 23:31,21.2,25.29,0.0,468.0,0.0,0
2015-02-04 23:32,21.2,25.39,0.0,468.0,0.0,0
2015-02-04 23:34,21.2,25.29,0.0,468.0,0.0,0
2015-02-04 23:35,21.2,25.34,0.0,465.5,0.0,0
2015-02-04 23:36,21.2,25.39,0.0,464.0,0.0,0
2015-02-04 23:37,21.2,25.34,0.0,464.5,0.0,0
2015-02-04 23:38,21.2,25.29,0.0,465.67,0.0,0
2015-02-04 23:38,21.2,25.36,0.0,465.75,0.0,0
2015-02-04 23:39,21.2,25.39,0.0,464.0,0.0,0
2015-02-04 23:41,21.2,25.39,0.0,467.0,0.0,0
2015-02-04 23:42,21.15,25.39,0.0,466.5,0.0,0
2015-02-04 23:43,21.2,25.39,0.0,465.0,0.0,0
2015-02-04 23:44,21.2,25.39,0.0,462.0,0.0,0
2015-02-04 23:44,21.2,25.39,0.0,459.67,0.0,0
2015-02-04 23:45,21.2,25.29,0.0,458.0,0.0,0
2015-02-04 23:47,21.2,25.34,0.0,462.5,0.0,0
2015-02-04 23:48,21.2,25.29,0.0,467.0,0.0,0
2015-02-04 23:49,21.2,25.29,0.0,466.5,0.0,0
2015-02-04 23:50,21.2,25.29,0.0,463.0,0.0,0
2015-02-04 23:51,21.2,25.29,0.0,465.0,0.0,0
2015-02-04 23:51,21.2,25.29,0.0,463.25,0.0,0
2015-02-04 23:53,21.2,25.29,0.0,460.0,0.0,0
2015-02-04 23:54,21.2,25.29,0.0,457.0,0.0,0
2015-02-04 23:55,21.2,25.29,0.0,456.0,0.0,0
2015-02-04 23:55,21.24,25.24,0.0,454.0,0.0,0
2015-02-04 23:57,21.23,25.23,0.0,454.0,0.0,0
2015-02-04 23:57,21.29,25.29,0.0,458.0,0.0,0
2015-02-04 23:58,21.2,25.2,0.0,456.0,0.0,0
2015-02-05 00:00,21.24,25.24,0.0,456.5,0.0,0
2015-02-05 00:01,21.24,25.24,0.0,458.5,0.0,0
2015-02-05 00:02,21.26,25.26,0.0,459.67,0.0,0
2015-02-05 00:03,21.24,25.24,0.0,464.0,0.0,0
2015-02-05 00:04,21.24,25.2,0.0,465.0,0.0,0
2015-02-05 00:04,21.29,25.2,0.0,461.0,0.0,0
2015-02-05 00:06,21.24,25.2,0.0,458.5,0.0,0
2015-02-05 00:07,21.29,25.2,0.0,459.0,0.0,0
2015-02-05 00:08,21.29,25.2,0.0,451.0,0.0,0
2015-02-05 00:08,21.29,25.2,0.0,456.0,0.0,0
2015-02-05 00:10,21.29,25.2,0.0,463.0,0.0,0
2015-02-05 00:10,21.29,25.2,0.0,461.67,0.0,0
2015-02-05 00:11,21.29,25.2,0.0,458.0,0.0,0
2015-02-05 00:13,21.29,25.2,0.0,450.0,0.0,0
2015-02-05 00:14,21.29,25.2,0.0,457.0,0.0,0
2015-02-05 00:15,21.29,25.2,0.0,456.0,0.0,0
2015-02-05 00:16,21.29,25.2,0.0,456.0,0.0,0
2015-02-05 00:16,21.29,25.2,0.0,461.0,0.0,0
2015-02-05 00:17,21.29,25.2,0.0,463.0,0.0,0
2015-02-05 00:19,21.29,25.2,0.0,460.0,0.0,0
2015-02-05 00:20,21.29,25.2,0.0,456.0,0.0,0
2015-02-05 00:21,21.29,25.2,0.0,454.5,0.0,0
2015-02-05 00:22,21.29,25.2,0.0,448.5,0.0,0
2015-02-05 00:23,21.29,25.2,0.0,453.5,0.0,0
2015-02-05 00:23,21.29,25.2,0.0,454.0,0.0,0
2015-02-05 00:24,21.29,25.2,0.0,454.0,0.0,0
2015-02-05 00:26,21.29,25.24,0.0,450.5,0.0,0
2015-02-05 00:27,21.29,25.24,0.0,453.0,0.0,0
2015-02-05 00:28,21.2,25.2,0.0,457.0,0.0,0
2015-02-05 00:29,21.2,25.2,0.0,452.5,0.0,0
2015-02-05 00:29,21.2,25.2,0.0,449.0,0.0,0
2015-02-05 00:30,21.2,25.2,0.0,458.67,0.0,0
2015-02-05 00:32,21.2,25.2,0.0,454.5,0.0,0
2015-02-05 00:33,21.2,25.24,0.0,455.5,0.0,0
2015-02-05 00:34,21.2,25.24,0.0,453.5,0.0,0
2015-02-05 00:35,21.2,25.29,0.0,452.0,0.0,0
2015-02-05 00:36,21.2,25.29,0.0,451.5,0.0,0
2015-02-05 00:36,21.2,25.29,0.0,451.0,0.0,0
2015-02-05 00:38,21.17,25.36,0.0,450.33,0.0,0
2015-02-05 00:39,21.17,25.39,0.0,450.0,0.0,0
2015-02-05 00:40,21.15,25.39,0.0,453.5,0.0,0
2015-02-05 00:40,21.1,25.39,0.0,454.0,0.0,0
2015-02-05 00:42,21.15,25.39,0.0,452.5,0.0,0
2015-02-05 00:42,21.1,25.39,0.0,454.0,0.0,0
2015-02-05 00:43,21.1,25.39,0.0,457.0,0.0,0
2015-02-05 00:45,21.1,25.46,0.0,450.33,0.0,0
2015-02-05 00:46,21.1,25.5,0.0,451.0,0.0,0
2015-02-05 00:47,21.1,25.5,0.0,451.0,0.0,0
2015-02-05 00:48,21.05,25.44,0.0,449.0,0.0,0
2015-02-05 00:49,21.1,25.5,0.0,449.0,0.0,0
2015-02-05 00:49,21.05,25.44,0.0,450.0,0.0,0
2015-02-05 00:51,21.05,25.44,0.0,449.0,0.0,0
2015-02-05 00:52,21.1,25.5,0.0,445.0,0.0,0
