Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
19.69,19.26,23.34,437.55,0.0,0.0
19.69,19.32,23.38,437.65,0.0,0.0
19.68,19.47,23.46,437.83,0.0,0.0
19.67,19.83,23.65,437.94,0.0,0.0
19.65,20.72,23.8,436.86,0.0,0.0
19.63,22.44,23.23,433.92,0.0,0.0
19.74,24.31,21.93,435.39,0.0,0.0
20.28,25.99,21.12,447.74,0.0,0.0
21.14,27.13,26.13,477.48,0.0,0.01
21.77,27.54,50.04,537.98,0.0,0.01
22.13,27.43,94.15,618.23,0.0,0.02
22.3,27.14,138.53,688.91,0.0,0.02
22.37,26.92,164.89,737.18,0.0,0.03
20.14,24.05,63.41,462.47,0.0,0.01
20.16,23.25,25.36,448.21,0.0,0.0
20.61,23.41,25.48,460.95,0.0,0.0
21.05,23.82,27.17,483.8,0.0,0.0
21.26,24.07,29.21,502.23,0.0,0.01
21.33,24.22,30.02,508.91,0.0,0.01
21.37,24.42,30.06,509.06,0.0,0.01
21.42,24.71,30.55,509.57,0.0,0.01
21.51,25.08,32.27,512.84,0.0,0.01
21.6,25.46,35.36,517.83,0.0,0.01
21.68,25.82,39.03,521.48,0.0,0.01
21.72,26.15,42.0,521.52,0.0,0.01
21.73,26.46,44.03,519.39,0.0,0.01
21.75,26.78,46.91,520.47,0.0,0.01
21.8,27.06,52.53,528.5,0.0,0.01
21.88,27.25,60.4,541.32,0.0,0.01
21.93,27.35,66.98,551.29,0.0,0.01
21.93,27.42,68.96,552.7,0.0,0.01
21.88,27.48,64.2,541.7,0.0,0.01
21.74,27.53,52.5,517.05,0.0,0.01
21.46,27.55,38.21,486.42,0.0,0.01
21.08,27.36,27.7,462.72,0.0,0.01
20.67,26.78,22.96,450.29,0.0,0.0
20.29,25.89,21.59,444.17,0.0,0.0
20.01,24.99,21.57,440.33,0.0,0.0
19.86,24.29,22.02,437.57,0.0,0.0
19.78,23.82,22.48,435.73,0.0,0.0
19.74,23.49,22.83,434.67,0.0,0.0
19.71,23.25,23.03,434.11,0.0,0.0
19.69,23.1,23.11,433.77,0.0,0.0
19.68,22.99,23.15,433.61,0.0,0.0
19.67,22.8,23.24,433.66,0.0,0.0
19.67,22.52,23.42,433.94,0.0,0.0
19.67,22.1,23.67,434.54,0.0,0.0
19.67,21.59,23.96,435.49,0.0,0.0
19.67,21.05,24.18,436.59,0.0,0.0
19.67,20.58,24.2,437.42,0.0,0.0
19.67,20.26,24.07,437.77,0.0,0.0
19.66,20.15,23.93,437.74,0.0,0.0
19.65,20.27,23.88,437.45,0.0,0.0
19.64,20.76,23.83,436.53,0.0,0.0
19.62,21.81,23.45,434.39,0.0,0.0
19.61,23.19,22.64,432.82,0.0,0.0
19.67,24.47,21.56,434.06,0.0,0.0
19.89,25.57,20.76,438.81,0.0,0.0
20.26,26.41,20.84,445.8,0.0,0.0
20.53,26.91,21.54,450.19,0.0,0.0
20.54,26.97,21.81,449.24,0.0,0.0
20.33,26.45,21.42,444.92,0.0,0.0
20.03,25.34,21.37,440.62,0.0,0.0
19.83,23.99,22.21,437.6,0.0,0.0
19.76,22.87,23.37,435.99,0.0,0.0
19.72,22.06,24.08,435.7,0.0,0.0
19.7,21.44,24.34,436.2,0.0,0.0
19.69,20.92,24.37,436.94,0.0,0.0
19.68,20.47,24.26,437.6,0.0,0.0
19.67,20.09,24.04,437.96,0.0,0.0
19.67,19.79,23.77,437.99,0.0,0.0
19.67,19.59,23.55,437.85,0.0,0.0
19.67,19.48,23.43,437.7,0.0,0.0
19.67,19.43,23.38,437.63,0.0,0.0
19.67,19.41,23.37,437.61,0.0,0.0
19.67,19.41,23.37,437.62,0.0,0.0
19.68,19.4,23.37,437.64,0.0,0.0
19.68,19.39,23.36,437.64,0.0,0.0
19.68,19.39,23.37,437.65,0.0,0.0
19.68,19.42,23.39,437.68,0.0,0.0
19.67,19.49,23.43,437.75,0.0,0.0
19.67,19.65,23.53,437.83,0.0,0.0
19.66,19.96,23.69,437.76,0.0,0.0
19.64,20.58,23.8,436.93,0.0,0.0
19.62,21.58,23.58,434.92,0.0,0.0
19.62,22.58,23.09,433.33,0.0,0.0
19.63,23.16,22.73,433.06,0.0,0.0
19.66,23.24,22.74,433.4,0.0,0.0
19.68,22.97,23.08,433.85,0.0,0.0
19.69,22.54,23.51,434.32,0.0,0.0
19.69,22.15,23.83,434.77,0.0,0.0
19.68,21.9,23.96,435.04,0.0,0.0
19.67,21.89,23.9,434.87,0.0,0.0
20.13,24.03,63.31,461.98,0.0,0.01
20.13,23.14,25.35,447.27,0.0,0.0
20.52,23.22,25.51,457.15,0.0,0.0
20.92,23.65,26.46,474.28,0.0,0.0
21.16,24.03,27.54,489.59,0.0,0.01
21.27,24.31,28.35,497.87,0.0,0.01
21.29,24.51,28.18,496.88,0.0,0.01
21.23,24.64,26.88,488.15,0.0,0.01
21.09,24.7,25.13,475.86,0.0,0.01
20.91,24.7,23.82,464.68,0.0,0.0
20.74,24.78,23.08,457.04,0.0,0.0
20.64,25.1,22.51,452.93,0.0,0.0
20.64,25.7,22.1,452.35,0.0,0.0
20.77,26.49,22.47,455.63,0.0,0.0
21.0,27.26,24.81,463.19,0.0,0.01
21.23,27.84,30.18,475.05,0.0,0.01
21.43,28.18,38.42,490.31,0.0,0.01
21.59,28.32,47.73,506.13,0.0,0.01
21.68,28.33,54.79,517.23,0.0,0.01
21.7,28.31,56.2,518.13,0.0,0.01
21.62,28.3,51.12,507.63,0.0,0.01
21.46,28.27,42.17,490.09,0.0,0.01
21.23,28.18,33.27,472.39,0.0,0.01
20.97,27.98,27.24,459.95,0.0,0.01
20.77,27.76,24.27,453.69,0.0,0.01
20.66,27.67,23.13,451.51,0.0,0.0
20.66,27.81,23.14,452.36,0.0,0.0
20.79,28.13,24.43,456.53,0.0,0.01
21.0,28.51,28.06,465.41,0.0,0.01
21.26,28.75,35.31,480.29,0.0,0.01
21.49,28.8,45.68,499.22,0.0,0.01
21.63,28.72,54.89,514.49,0.0,0.01
21.67,28.62,57.01,516.62,0.0,0.01
21.58,28.57,50.89,504.25,0.0,0.01
21.4,28.55,41.61,486.35,0.0,0.01
21.21,28.56,34.77,473.26,0.0,0.01
21.1,28.66,32.09,468.56,0.0,0.01
21.12,28.81,33.02,471.06,0.0,0.01
21.24,28.97,37.59,480.3,0.0,0.01
21.42,29.02,45.84,495.56,0.0,0.01
21.6,28.96,56.5,514.2,0.0,0.01
21.74,28.84,66.9,532.04,0.0,0.01
21.84,28.71,76.03,548.21,0.0,0.01
21.94,28.58,85.37,565.57,0.0,0.01
22.02,28.43,94.81,583.65,0.0,0.01
22.09,28.28,103.4,601.12,0.0,0.02
22.14,28.12,109.42,615.97,0.0,0.02
22.16,27.93,108.31,621.35,0.0,0.02
22.11,27.71,93.1,604.44,0.0,0.02
21.93,27.35,63.76,557.1,0.0,0.02
21.53,26.65,36.66,501.17,0.0,0.01
20.95,25.06,24.93,468.41,0.0,0.01
20.48,23.13,24.51,454.49,0.0,0.0
20.2,21.96,26.5,446.83,0.0,0.0
20.04,21.41,27.21,442.25,0.0,0.0
19.93,21.23,26.8,439.65,0.0,0.0
19.85,21.4,26.03,437.78,0.0,0.0
19.81,22.0,25.19,435.95,0.0,0.0
19.81,22.99,24.12,435.16,0.0,0.0
19.92,24.23,22.64,437.39,0.0,0.0
20.2,25.47,21.51,443.54,0.0,0.0
20.57,26.45,21.64,451.22,0.0,0.0
20.81,27.13,22.98,456.69,0.0,0.0
20.9,27.57,24.53,458.99,0.0,0.01
20.91,27.87,25.48,459.3,0.0,0.01
20.91,28.09,26.05,459.43,0.0,0.01
20.91,28.26,26.48,459.73,0.0,0.01
20.9,28.37,26.76,459.86,0.0,0.01
20.88,28.41,26.59,458.96,0.0,0.01
20.81,28.33,25.66,456.34,0.0,0.01
20.7,28.14,24.24,452.74,0.0,0.01
20.55,27.79,22.84,449.18,0.0,0.0
20.38,27.29,21.78,446.04,0.0,0.0
20.21,26.72,21.14,443.42,0.0,0.0
20.06,26.19,20.85,441.29,0.0,0.0
19.95,25.82,20.77,439.63,0.0,0.0
19.9,25.73,20.69,438.67,0.0,0.0
19.9,25.97,20.53,438.82,0.0,0.0
19.97,26.39,20.41,440.25,0.0,0.0
20.09,26.8,20.51,442.4,0.0,0.0
20.14,24.13,63.19,463.0,0.0,0.01
20.16,23.27,25.33,448.15,0.0,0.0
20.55,23.26,25.52,458.37,0.0,0.0
20.82,23.37,26.44,468.81,0.0,0.0
20.79,23.17,26.35,465.78,0.0,0.0
20.59,22.76,26.3,456.24,0.0,0.0
20.35,22.33,26.78,448.12,0.0,0.0
20.14,21.97,27.04,442.74,0.0,0.0
19.99,21.64,26.83,439.77,0.0,0.0
19.89,21.3,26.32,438.54,0.0,0.0
19.81,20.95,25.72,438.28,0.0,0.0
19.76,20.63,25.16,438.33,0.0,0.0
19.72,20.37,24.68,438.32,0.0,0.0
19.69,20.2,24.31,438.18,0.0,0.0
19.68,20.08,24.06,438.04,0.0,0.0
19.67,19.99,23.9,437.94,0.0,0.0
19.66,19.89,23.77,437.91,0.0,0.0
19.66,19.77,23.66,437.89,0.0,0.0
19.66,19.66,23.56,437.84,0.0,0.0
19.67,19.58,23.49,437.77,0.0,0.0
19.67,19.53,23.44,437.7,0.0,0.0
19.67,19.52,23.42,437.67,0.0,0.0
19.66,19.54,23.43,437.66,0.0,0.0
19.66,19.55,23.44,437.67,0.0,0.0
19.66,19.55,23.44,437.7,0.0,0.0
19.67,19.53,23.43,437.72,0.0,0.0
19.67,19.5,23.42,437.73,0.0,0.0
19.67,19.47,23.41,437.73,0.0,0.0
19.67,19.47,23.41,437.73,0.0,0.0
19.67,19.49,23.43,437.75,0.0,0.0
19.67,19.55,23.47,437.78,0.0,0.0
19.66,19.72,23.56,437.82,0.0,0.0
19.65,20.15,23.73,437.54,0.0,0.0
19.62,21.28,23.62,435.48,0.0,0.0
19.61,23.1,22.69,432.88,0.0,0.0
19.7,24.92,21.14,435.01,0.0,0.0
20.18,26.48,20.6,445.75,0.0,0.0
20.98,27.61,24.88,469.21,0.0,0.01
21.63,28.09,44.92,517.73,0.0,0.01
22.06,27.96,87.91,596.89,0.0,0.02
22.3,27.59,146.73,690.96,0.0,0.02
22.43,27.26,204.9,779.45,0.0,0.03
22.49,27.02,251.58,859.15,0.0,0.05
22.47,26.83,267.72,922.68,0.0,0.12
22.41,26.57,251.93,949.15,0.0,0.43
22.35,26.21,274.73,945.64,0.0,0.86
22.19,25.9,334.35,923.44,0.0,0.97
22.06,25.89,376.65,920.71,0.0,0.98
22.06,25.93,402.19,944.12,0.0,0.99
22.12,25.83,417.57,965.42,0.0,0.99
22.17,25.67,426.71,977.01,0.0,0.99
22.19,25.55,432.61,983.34,0.0,0.99
22.21,25.48,437.29,988.38,0.0,0.99
22.21,25.45,440.89,992.37,0.0,0.99
22.21,25.43,442.9,994.79,0.0,0.99
22.2,25.37,442.53,994.27,0.0,0.99
22.18,25.26,439.11,989.6,0.0,0.99
22.15,25.07,432.82,979.5,0.0,0.99
22.1,24.82,424.83,963.77,0.0,0.99
22.05,24.55,416.84,943.95,0.0,0.99
21.99,24.3,409.73,921.89,0.0,0.99
21.92,24.07,403.29,897.87,0.0,0.99
21.85,23.89,397.89,874.54,0.0,0.98
21.78,23.75,393.39,852.94,0.0,0.98
21.72,23.71,390.08,838.9,0.0,0.98
21.7,23.86,390.7,842.61,0.0,0.98
21.74,24.14,397.85,866.84,0.0,0.98
21.8,24.48,409.86,902.55,0.0,0.99
21.89,24.75,421.94,936.19,0.0,0.99
21.96,24.94,431.27,961.14,0.0,0.99
22.02,25.06,437.77,977.24,0.0,0.99
22.07,25.14,443.29,988.54,0.0,0.99
22.1,25.22,448.71,997.34,0.0,0.99
22.13,25.28,453.2,1004.0,0.0,0.99
22.15,25.3,454.77,1006.9,0.0,0.99
22.15,25.26,452.15,1004.72,0.0,0.99
22.13,25.12,445.22,996.25,0.0,0.99
22.09,24.91,435.81,981.79,0.0,0.99
22.05,24.65,426.32,962.38,0.0,0.99
21.99,24.37,417.53,938.8,0.0,0.99
20.13,24.06,63.19,462.07,0.0,0.01
20.14,23.25,25.26,447.41,0.0,0.0
20.55,23.4,25.26,458.32,0.0,0.0
21.02,23.97,26.45,479.86,0.0,0.0
21.38,24.49,30.2,509.87,0.0,0.01
21.73,24.78,42.19,564.15,0.0,0.01
22.06,24.79,75.86,674.65,0.0,0.03
22.28,24.64,140.45,828.44,0.0,0.06
22.33,24.39,198.27,935.65,0.0,0.17
22.33,24.29,239.42,968.14,0.0,0.56
22.25,24.45,301.15,954.3,0.0,0.91
22.04,24.74,359.42,917.01,0.0,0.97
21.91,25.06,387.96,910.03,0.0,0.98
21.91,25.12,402.15,922.13,0.0,0.99
21.94,24.86,404.99,922.11,0.0,0.99
21.92,24.42,401.13,902.62,0.0,0.99
21.85,23.93,393.57,866.24,0.0,0.98
21.73,23.5,384.47,819.77,0.0,0.98
21.59,23.17,374.6,770.1,0.0,0.98
21.4,22.84,362.23,713.66,0.0,0.97
21.12,22.38,341.26,639.36,0.0,0.95
20.7,21.78,295.22,550.96,0.0,0.89
20.24,21.12,198.69,482.12,0.0,0.55
20.19,20.01,96.1,452.58,0.0,0.04
20.52,19.78,39.56,452.58,0.0,0.0
20.34,19.85,32.47,448.48,0.0,0.0
20.12,19.7,29.05,444.27,0.0,0.0
19.97,19.5,26.8,441.91,0.0,0.0
19.87,19.3,25.3,440.25,0.0,0.0
19.81,19.17,24.39,439.03,0.0,0.0
19.77,19.1,23.9,438.23,0.0,0.0
19.75,19.07,23.66,437.78,0.0,0.0
19.73,19.06,23.53,437.54,0.0,0.0
19.73,19.06,23.47,437.41,0.0,0.0
19.72,19.06,23.44,437.33,0.0,0.0
19.72,19.05,23.42,437.29,0.0,0.0
19.72,19.05,23.42,437.27,0.0,0.0
19.72,19.05,23.42,437.28,0.0,0.0
19.72,19.07,23.42,437.32,0.0,0.0
19.72,19.09,23.42,437.38,0.0,0.0
19.71,19.12,23.41,437.45,0.0,0.0
19.71,19.15,23.4,437.5,0.0,0.0
19.71,19.17,23.39,437.53,0.0,0.0
19.7,19.19,23.38,437.55,0.0,0.0
19.7,19.22,23.38,437.58,0.0,0.0
19.7,19.25,23.38,437.63,0.0,0.0
19.69,19.3,23.39,437.69,0.0,0.0
19.69,19.34,23.4,437.75,0.0,0.0
19.68,19.39,23.42,437.8,0.0,0.0
19.68,19.45,23.45,437.84,0.0,0.0
19.68,19.52,23.49,437.89,0.0,0.0
19.67,19.63,23.56,437.94,0.0,0.0
19.66,19.86,23.68,437.93,0.0,0.0
19.65,20.31,23.83,437.5,0.0,0.0
19.64,21.17,23.76,435.89,0.0,0.0
19.63,22.42,23.23,433.66,0.0,0.0
19.64,23.61,22.43,433.2,0.0,0.0
19.73,24.61,21.53,435.0,0.0,0.0
19.92,25.5,20.9,438.91,0.0,0.0
20.2,26.26,20.82,444.02,0.0,0.0
20.44,26.82,21.26,448.23,0.0,0.0
20.56,27.16,21.83,450.09,0.0,0.0
20.56,27.32,22.1,449.89,0.0,0.0
20.5,27.32,21.97,448.47,0.0,0.0
20.41,27.19,21.62,446.66,0.0,0.0
20.29,26.92,21.24,444.73,0.0,0.0
20.16,26.5,20.96,442.73,0.0,0.0
20.02,25.94,20.87,440.69,0.0,0.0
19.9,25.28,21.06,438.68,0.0,0.0
19.81,24.63,21.51,436.88,0.0,0.0
19.76,24.04,22.1,435.5,0.0,0.0
19.73,23.49,22.71,434.66,0.0,0.0
19.71,22.91,23.3,434.42,0.0,0.0
19.7,22.26,23.83,434.87,0.0,0.0
19.7,21.57,24.23,435.91,0.0,0.0
19.7,20.89,24.43,437.2,0.0,0.0
19.69,20.29,24.33,438.12,0.0,0.0
19.69,19.83,23.98,438.31,0.0,0.0
19.68,19.55,23.63,438.05,0.0,0.0
19.68,19.39,23.43,437.75,0.0,0.0
20.14,24.2,62.91,463.28,0.0,0.01
20.18,23.52,25.16,448.91,0.0,0.0
20.73,23.86,25.09,466.11,0.0,0.0
21.32,24.43,29.7,508.24,0.0,0.01
21.72,24.55,44.01,578.72,0.0,0.01
21.93,24.43,64.64,657.6,0.0,0.03
21.95,24.15,77.59,712.82,0.0,0.04
21.81,23.64,76.5,734.97,0.0,0.06
21.58,22.96,69.06,727.0,0.0,0.06
21.38,22.36,61.76,700.86,0.0,0.05
21.3,22.03,57.33,681.95,0.0,0.04
21.31,21.89,55.8,675.14,0.0,0.04
21.29,21.82,53.16,658.21,0.0,0.03
21.17,21.7,45.44,607.53,0.0,0.02
20.94,21.44,35.61,532.23,0.0,0.01
20.71,21.07,31.4,478.71,0.0,0.0
20.48,20.72,31.25,456.46,0.0,0.0
20.25,20.41,30.29,447.75,0.0,0.0
20.07,20.11,28.54,443.9,0.0,0.0
19.94,19.8,26.79,441.9,0.0,0.0
