temp,rain_1h,snow_1h,clouds_all,weather_main,Date,traffic_volume
283.75,0.0,0.0,93,Drizzle,2012-10-14 13:00,4128
283.75,0.0,0.0,93,Rain,2012-10-14 13:00,4128
283.75,0.0,0.0,93,Mist,2012-10-14 13:00,4128
284.09,0.0,0.0,93,Drizzle,2012-10-14 14:00,4358
284.09,0.0,0.0,93,Rain,2012-10-14 14:00,4358
284.09,0.0,0.0,93,Mist,2012-10-14 14:00,4358
284.55,0.0,0.0,93,Mist,2012-10-14 15:00,4342
284.55,0.0,0.0,93,Rain,2012-10-14 15:00,4342
284.68,0.0,0.0,93,Mist,2012-10-14 16:00,4234
284.64,0.0,0.0,93,Rain,2012-10-14 17:00,4271
284.64,0.0,0.0,93,Mist,2012-10-14 17:00,4271
284.4,0.0,0.0,93,Mist,2012-10-14 18:00,4080
284.17,0.0,0.0,93,Mist,2012-10-14 19:00,3453
284.03,0.0,0.0,93,Mist,2012-10-14 20:00,2718
283.58,0.0,0.0,93,Mist,2012-10-14 21:00,2439
283.04,0.0,0.0,93,Mist,2012-10-14 22:00,1819
281.95,0.0,0.0,93,Mist,2012-10-14 23:00,1002
281.95,0.0,0.0,93,Fog,2012-10-14 23:00,1002
281.61,0.0,0.0,93,Mist,2012-10-15 00:00,542
281.61,0.0,0.0,93,Fog,2012-10-15 00:00,542
281.57,0.0,0.0,85,Fog,2012-10-15 01:00,303
281.42,0.0,0.0,85,Fog,2012-10-15 02:00,239
281.29,0.0,0.0,85,Fog,2012-10-15 03:00,335
281.29,0.0,0.0,85,Mist,2012-10-15 03:00,335
281.02,0.0,0.0,85,Mist,2012-10-15 04:00,810
281.02,0.0,0.0,85,Fog,2012-10-15 04:00,810
280.82,0.0,0.0,85,Mist,2012-10-15 05:00,2606
280.82,0.0,0.0,85,Fog,2012-10-15 05:00,2606
280.39,0.0,0.0,85,Mist,2012-10-15 06:00,5714
280.19,0.0,0.0,100,Mist,2012-10-15 07:00,6798
279.82,0.0,0.0,100,Mist,2012-10-15 08:00,6114
279.75,0.0,0.0,100,Mist,2012-10-15 09:00,5094
280.07,0.0,0.0,100,Mist,2012-10-15 10:00,4473
280.32,0.0,0.0,90,Clouds,2012-10-15 11:00,4529
281.72,0.0,0.0,100,Clear,2012-10-15 12:00,4823
284.01,0.0,0.0,40,Clouds,2012-10-15 13:00,4872
285.88,0.0,0.0,1,Clear,2012-10-15 14:00,5238
286.87,0.0,0.0,1,Clear,2012-10-15 15:00,5584
287.6,0.0,0.0,20,Clouds,2012-10-15 16:00,6246
287.27,0.0,0.0,20,Clouds,2012-10-15 17:00,5957
286.18,0.0,0.0,20,Clouds,2012-10-15 18:00,4535
285.2,0.0,0.0,75,Clouds,2012-10-15 19:00,3234
284.68,0.0,0.0,75,Clouds,2012-10-15 20:00,2677
284.49,0.0,0.0,90,Clouds,2012-10-15 21:00,2077
283.54,0.0,0.0,20,Clouds,2012-10-15 22:00,1380
282.33,0.0,0.0,75,Clouds,2012-10-15 23:00,927
281.21,0.0,0.0,20,Clouds,2012-10-16 00:00,500
279.87,0.0,0.0,1,Clear,2012-10-16 01:00,324
278.93,0.0,0.0,1,Clear,2012-10-16 02:00,257
277.91,0.0,0.0,1,Clear,2012-10-16 03:00,354
277.21,0.0,0.0,1,Clear,2012-10-16 04:00,769
276.61,0.0,0.0,1,Clear,2012-10-16 05:00,2769
276.11,0.0,0.0,1,Clear,2012-10-16 06:00,5789
274.81,0.0,0.0,20,Clouds,2012-10-16 07:00,7055
274.99,0.0,0.0,20,Clouds,2012-10-16 08:00,6408
277.91,0.0,0.0,20,Clouds,2012-10-16 09:00,5254
280.71,0.0,0.0,20,Clouds,2012-10-16 10:00,4547
283.85,0.0,0.0,20,Clouds,2012-10-16 11:00,4784
286.01,0.0,0.0,40,Clouds,2012-10-16 12:00,5015
286.31,0.0,0.0,1,Clear,2012-10-16 13:00,5057
288.15,0.0,0.0,75,Clouds,2012-10-16 14:00,5430
289.15,0.0,0.0,75,Clouds,2012-10-16 15:00,5813
288.99,0.0,0.0,75,Clouds,2012-10-16 16:00,6496
288.86,0.0,0.0,75,Clouds,2012-10-16 17:00,6429
288.16,0.0,0.0,90,Clouds,2012-10-16 18:00,5142
287.28,0.0,0.0,68,Rain,2012-10-16 19:00,3311
287.04,0.0,0.0,90,Clouds,2012-10-16 20:00,2777
286.9,0.0,0.0,90,Clouds,2012-10-16 21:00,2331
287.09,0.0,0.0,90,Clouds,2012-10-16 22:00,1767
287.09,0.0,0.0,90,Clouds,2012-10-16 23:00,1093
286.89,0.0,0.0,75,Clouds,2012-10-17 00:00,554
286.93,0.0,0.0,75,Clouds,2012-10-17 01:00,333
286.93,0.0,0.0,90,Clouds,2012-10-17 02:00,267
287.07,0.0,0.0,90,Clouds,2012-10-17 03:00,358
286.56,0.0,0.0,75,Clouds,2012-10-17 04:00,777
285.91,0.0,0.0,90,Clouds,2012-10-17 05:00,2732
285.29,0.0,0.0,90,Clouds,2012-10-17 06:00,5637
284.92,0.0,0.0,75,Clouds,2012-10-17 07:00,5564
285.35,0.0,0.0,75,Clouds,2012-10-17 08:00,6274
285.72,0.0,0.0,100,Rain,2012-10-17 09:00,5403
285.72,0.0,0.0,100,Rain,2012-10-17 09:00,5403
287.09,0.0,0.0,75,Clouds,2012-10-17 10:00,4680
288.31,0.0,0.0,75,Clouds,2012-10-17 11:00,4642
288.61,0.0,0.0,1,Clear,2012-10-17 12:00,4979
290.32,0.0,0.0,1,Clear,2012-10-17 13:00,4851
291.36,0.0,0.0,1,Clear,2012-10-17 14:00,4291
292.01,0.0,0.0,1,Clear,2012-10-17 15:00,4714
292.61,0.0,0.0,1,Clear,2012-10-17 16:00,6723
292.65,0.0,0.0,1,Clear,2012-10-17 17:00,6180
290.52,0.0,0.0,40,Clouds,2012-10-17 18:00,4843
288.35,0.0,0.0,40,Clouds,2012-10-17 19:00,3435
286.72,0.0,0.0,40,Clouds,2012-10-17 20:00,2921
285.49,0.0,0.0,40,Clouds,2012-10-17 21:00,2763
284.22,0.0,0.0,20,Clouds,2012-10-17 22:00,1930
283.8,0.0,0.0,20,Clouds,2012-10-17 23:00,1160
283.72,0.0,0.0,20,Clouds,2012-10-18 00:00,654
282.8,0.0,0.0,40,Clouds,2012-10-18 01:00,374
282.32,0.0,0.0,99,Mist,2012-10-18 02:00,301
282.38,0.0,0.0,99,Mist,2012-10-18 03:00,397
282.76,0.0,0.0,90,Clouds,2012-10-18 04:00,794
282.88,0.0,0.0,99,Mist,2012-10-18 05:00,2564
284.18,0.0,0.0,75,Clouds,2012-10-18 06:00,5358
284.69,0.0,0.0,90,Clouds,2012-10-18 07:00,6441
285.0,0.0,0.0,90,Clouds,2012-10-18 08:00,5536
286.9,0.0,0.0,99,Rain,2012-10-18 09:00,5256
288.35,0.0,0.0,90,Clouds,2012-10-18 10:00,4619
289.59,0.0,0.0,90,Clouds,2012-10-18 11:00,5107
288.27,0.0,0.0,99,Rain,2012-10-18 12:00,5147
286.41,0.0,0.0,90,Clouds,2012-10-18 13:00,5283
285.96,0.0,0.0,90,Clouds,2012-10-18 14:00,5704
287.04,0.0,0.0,90,Clouds,2012-10-18 15:00,5887
287.18,0.0,0.0,90,Clouds,2012-10-18 16:00,6307
286.94,0.0,0.0,90,Clouds,2012-10-18 17:00,5953
286.01,0.0,0.0,90,Clouds,2012-10-18 18:00,4519
284.67,0.0,0.0,100,Drizzle,2012-10-18 19:00,3427
283.44,0.0,0.0,100,Rain,2012-10-18 20:00,2921
282.51,0.0,0.0,100,Drizzle,2012-10-18 21:00,2649
281.9,0.0,0.0,90,Clouds,2012-10-18 22:00,2005
281.85,0.0,0.0,90,Clouds,2012-10-18 23:00,1177
281.28,0.0,0.0,90,Clouds,2012-10-19 00:00,699
280.97,0.0,0.0,87,Mist,2012-10-19 01:00,436
280.44,0.0,0.0,87,Drizzle,2012-10-19 02:00,353
280.44,0.0,0.0,87,Mist,2012-10-19 02:00,353
280.02,0.0,0.0,87,Mist,2012-10-19 03:00,399
279.79,0.0,0.0,87,Drizzle,2012-10-19 04:00,720
279.79,0.0,0.0,87,Rain,2012-10-19 04:00,720
279.79,0.0,0.0,87,Drizzle,2012-10-19 04:00,720
279.79,0.0,0.0,87,Mist,2012-10-19 04:00,720
279.74,0.0,0.0,87,Mist,2012-10-19 05:00,2370
279.74,0.0,0.0,87,Rain,2012-10-19 05:00,2370
279.65,0.0,0.0,87,Mist,2012-10-19 06:00,5162
279.65,0.0,0.0,87,Drizzle,2012-10-19 06:00,5162
279.65,0.0,0.0,87,Rain,2012-10-19 06:00,5162
279.45,0.0,0.0,91,Rain,2012-10-19 07:00,5777
279.45,0.0,0.0,91,Mist,2012-10-19 07:00,5777
279.22,0.0,0.0,91,Drizzle,2012-10-19 08:00,5235
279.22,0.0,0.0,91,Mist,2012-10-19 08:00,5235
279.22,0.0,0.0,91,Rain,2012-10-19 08:00,5235
279.35,0.0,0.0,91,Rain,2012-10-19 09:00,4606
279.35,0.0,0.0,91,Mist,2012-10-19 09:00,4606
279.92,0.0,0.0,91,Mist,2012-10-19 10:00,4328
280.44,0.0,0.0,90,Clouds,2012-10-19 11:00,4282
281.0,0.0,0.0,90,Clouds,2012-10-19 12:00,4489
281.51,0.0,0.0,90,Clouds,2012-10-19 13:00,4908
281.93,0.0,0.0,92,Mist,2012-10-19 14:00,5620
281.94,0.0,0.0,92,Mist,2012-10-19 15:00,5849
281.94,0.0,0.0,92,Drizzle,2012-10-19 15:00,5849
282.27,0.0,0.0,92,Rain,2012-10-19 16:00,4945
282.41,0.0,0.0,92,Rain,2012-10-19 17:00,4619
282.21,0.0,0.0,90,Clouds,2012-10-19 18:00,4479
